favourites,summary,title,url
37 favorites,"Good evening.  This ... is HNN, the Hopeful News Network.  Our top story tonight: President Carter helps his birthplace get a doctor .  Stories later in our program: McDonald's UK is banning plastic straws , South Bend's mayor marries his love during Pride Month , Lyft partners with the American Cancer Society for free rides , South Korea outlaws killing dogs for meat , a diabetes cure may come from the tuberculosis vaccine , and stories of very large donations to public radio and to mental health organizations in Kate Spade's memory",Hope Springs Exulting on Triumphant Wing,https://www.metafilter.com/174845/Hope-Springs-Exulting-on-Triumphant-Wing
34 favorites,"How I Broke, and Botched, the Brandon Teena Story. Twenty-five years after the murder of Brandon Teena , queer cis journalist Donna Minkowitz looks back at her  Village Voice article that inspired the film Boys Don't Cry and writes a mea culpa for how '90s biases and her own transphobic ignorance and personal projections shaped the story she wrote about Brandon.","""In which I attempt to make redress for the worst article I ever wrote.""",https://www.metafilter.com/174850/In-which-I-attempt-to-make-redress-for-the-worst-article-I-ever-wrote
28 favorites,Unlikely Hikers,Unlikely Hikers,https://www.metafilter.com/174854/Unlikely-Hikers
73 favorites (27 in the past 24 hours),"From cartoonist Gale Galligan comes Jon ,  a Garfield fancomic considering the life of Jon Arbuckle, cartoonist. Part 1",With Minimal Lasagna,https://www.metafilter.com/174836/With-Minimal-Lasagna
27 favorites,• 73 Books to Read While the Sun Is Out and the Days Are Long [ The New York Times ],“One benefit of Summer was that each day we had more light to read by.”,https://www.metafilter.com/174848/One-benefit-of-Summer-was-that-each-day-we-had-more-light-to-read-by
31 favorites (25 in the past 24 hours),"GitHub, Medium, and Twitter take down database of ICE employee LinkedIn accounts . The database's creator, Sam Levigne ( previously , previously , previously ), is a Brooklyn artist whose work often deals with data and technology.","""the free speech wing of the free speech party""",https://www.metafilter.com/174843/the-free-speech-wing-of-the-free-speech-party
25 favorites,"DMK is a Depeche Mode cover band from Bogotá, Colombia. The group comprises Dicken Schrader and his two children, Milah and Korben.","80s synth-pop for xylophone, melodica, and Casio",https://www.metafilter.com/174852/80s-synth-pop-for-xylophone-melodica-and-Casio
33 favorites (24 in the past 24 hours),"""I am here to tell you: most people in your family will never buy your book. Most of your friends won’t either. """,Who will buy your book?,https://www.metafilter.com/174839/Who-will-buy-your-book
22 favorites,"Who is Wilbur Sargunaraj? He's a world-traveling Simple Superstar out to up your Cultural IQ. Come along as he showcases Tamil village life for NPR, tests out latrines ( eastern , european , african pit , and Airbus A 380-800 varieties), eats Chicago soul food , feels ""genki"" in Tokyo, sings about a chicken dish, cooks an egg on a hot road, learns about sanitary pads and condoms in Uganda, expresses his devotion to love ,  demonstrates how to fly for the first time, experiences an Ethiopian coffee ceremony , and tells us that dark is beautiful .",★ Quality ★ First Class ★,https://www.metafilter.com/174856/-Quality--First-Class-
22 favorites,This Is Where Internet Memes Come From On the Origins of Memes by Means of Fringe Web Communities (arxiv.org) [ PDF ] Researchers Studied 160 Million Memes and Found Most of Them Come From Two Websites,memery,https://www.metafilter.com/174858/memery
47 favorites (20 in the past 24 hours),"Give Everyone Government Bank Accounts - ""A new report co-authored by two Treasury Department veterans, ' Central Banking for All: A Public Option for Bank Accounts ', argues that Americans should have an account at the Federal Reserve, just as banks do. They believe this would solve a vast array of problems at once, ensuring that everyone is included in the financial system, driving down retail costs for businesses and consumers, and even making recessions less likely.""",FedAccount,https://www.metafilter.com/174835/FedAccount
20 favorites,"Australia's been having a bad week with several high-profile violent assaults on women. An eyebrow-raising police response urging people (women) to 'have situational awareness' and 'be aware of your surroundings' sparked another angry wave of calls nation-wide for the onus to be placed on (cis) men to not assault women. With men asking what they can do, Victoria Against Violence's Call It Out videos (first one was BBQ released two months ago) gains fresh attention with two new videos this week ( Public Transport , Bar ) (links all go to FB)",Lock-in Time,https://www.metafilter.com/174855/Lock-in-Time
25 favorites (19 in the past 24 hours),,Arbre Lingua,https://www.metafilter.com/174841/Arbre-Lingua
31 favorites (17 in the past 24 hours),"""There is nothing stronger than a broken woman who has rebuilt herself,"" Australian comic Hannah Gadsby says in her new Netflix special. Hannah Gadsby’s Nanette Will Change The Way You Think About Comedy , says Anna Silman in The Cut, which has MANY SPOILERS. (CW for sexual abuse, rape, assault in Netflix special.) ""...Perhaps the power of her performance will open the door for a richer and more humane kind of stand-up – one that sets an example for future young women deciding how they want to tell their stories to the world.""","Hannah Gadsby ""Breaks"" Comedy",https://www.metafilter.com/174837/Hannah-Gadsby-Breaks-Comedy
23 favorites (17 in the past 24 hours),"A collection of links for educating oneself or others about the impacts of trauma on the very youngest of us. What forcible separation does to children: brains, bodies, nervous systems.",Effects of Traumatic Separation on Children,https://www.metafilter.com/174842/Effects-of-Traumatic-Separation-on-Children
