favourites,summary,title,url
74 favorites,"NewRetroWave is a YouTube channel devoted to the 80’s-infused electronic music genre known variously as synthwave/retrowave/outrun . Whether you’re jacking into a mainframe in Neo Tokyo , cruising down a Miami highway at night in your convertible , or discovering what true love means with your girlfriend Jennifer , this channel has got you covered.","The 80's Never Died, They Just Became Bigger",https://www.metafilter.com/174944/The-80s-Never-Died-They-Just-Became-Bigger
45 favorites,NPR Music's 35 Favorite Songs Of 2018 (So Far),NPR Music's 35 Favorite Songs Of 2018 (So Far),https://www.metafilter.com/174946/NPR-Musics-35-Favorite-Songs-Of-2018-So-Far
37 favorites,"MeFi's own mhoye has a question: What is the least plausible story about yourself that's true? It has gone viral , with thousands of replies and quote-tweets.",It's late but let's see if we can make this interesting,https://www.metafilter.com/174952/Its-late-but-lets-see-if-we-can-make-this-interesting
46 favorites (30 in the past 24 hours),Rab the Giant versus the Witch of the Waterfall is a charming story about a modern day Glaswegian giant and his run-in with a witch.,His payslip said Robert Giant,https://www.metafilter.com/174942/His-payslip-said-Robert-Giant
30 favorites,,General Incompetence,https://www.metafilter.com/174945/General-Incompetence
23 favorites,"Domestic abusers are using the likes of internet-connected thermostats, doorbells, speakers, lights, and other smart home devices to establish their power or harass their partners. One woman alleged that her air conditioning turned off without her controlling it, another woman alleged her front door lock code frequently changed, and another alleged that her doorbell repeatedly rang when no one was there. One woman told the New York Times that she resorted to pulling her smart thermostat out of the wall.",The unintended consequences of convenient smart home technology,https://www.metafilter.com/174960/The-unintended-consequences-of-convenient-smart-home-technology
22 favorites,"Fashion Studies is the first open-access journal in fashion that celebrates multiple ways of knowing and sharing that knowledge. Published annually by Ryerson University’s Centre for Fashion Diversity and Social Change , it aims to evolve and re-imagine the interdisciplinary field of fashion studies at no cost to authors or readers. The inaugural issue is now out .",Use that knowledge to change the world through fashion,https://www.metafilter.com/174947/Use-that-knowledge-to-change-the-world-through-fashion
21 favorites,"Twenty years ago today, Victor Joseph and Thomas Builds-the-Fire first traveled from their homes [trailer] on the Coeur D'Alene Indian Reservation in Plummer, Idaho, down to Phoenix, Arizona. This journey was adapted from the stories in Sherman Alexie's The Lone Ranger and Tonto Fistfight in Heaven , particularly "" This Is What It Means to Say Phoenix, Arizona "" [PDF with questions for discussion]. The movie was unique, as an all-Native American production : producers, director, screenwriter, actors and technicians. What Smoke Signals means 20 years later by Ellen C. Caldwell, who notes that ""the film is constantly playing with dismantling and challenging dominant Native stereotypes.""",Smoke Signals: I think it's a fine example of the oral tradition.,https://www.metafilter.com/174950/Smoke-Signals-I-think-its-a-fine-example-of-the-oral-tradition
22 favorites (17 in the past 24 hours),"It's a Sacred Healing Dance. ""Gayle Pruden said she dances because she was called to dance. After having a reoccurring dream of herself in a shiny dress, she approached an elder for answers to her dreams. The elder told her that the Creator was calling her to dance powwow. It was after those dreams that Gayle was danced into her first powwow.""",I'll Dance With My People,https://www.metafilter.com/174943/Ill-Dance-With-My-People
17 favorites,"TeacherTube is a free resource for educators, students and parents to share and watch instructional videos. Launched in 2007 as a YouTube alternative that is ""a more educationally focused, safe venue for teachers, schools, and home learners,"" the site is now home to over a million user-generated videos on dozens of topics, many of which are used as teaching tools in schools and libraries across the United States.",TeacherTube,https://www.metafilter.com/174953/TeacherTube
161 favorites (16 in the past 24 hours),"Are you being served? Maybe not, if you're a fascist . This story and more coming up, as we review the latest dispatches from an America in crisis.",there are moments in time when people need to live their convictions,https://www.metafilter.com/174922/there-are-moments-in-time-when-people-need-to-live-their-convictions
15 favorites,"Need 8 minutes to calm down? Watch a short, quiet, idyllic video of Li Zikai building a cat-shaped brick-and-clay oven from scratch. (slfb video)","Quietly, by hand",https://www.metafilter.com/174956/Quietly-by-hand
37 favorites (14 in the past 24 hours),"Singer Lena Hall is obsessed. Best known for her Tony-winning performance as Yitzhak in the 2014 revival of Hedwig and the Angry Inch, Hall is publishing a monthly series of YouTube videos featuring stripped-down versions of songs by artists she’s obsessed with. So far, the list includes songs from The Cranberries , Peter Gabriel , P!nk , Elton John , Radiohead , and Hedwig .",Lena Hall: Obsessed,https://www.metafilter.com/174940/Lena-Hall-Obsessed
26 favorites (14 in the past 24 hours),"10 year-old Erica Tandoh is a young DJ taking Ghana by storm “Deejaying is my passion but I want to be a gynaecologist because I want to help women,” she said in an interview with Nairobi News.",I call myself DJ Switch because I switch on people's happiness,https://www.metafilter.com/174941/I-call-myself-DJ-Switch-because-I-switch-on-peoples-happiness
14 favorites,,On chicken tenders,https://www.metafilter.com/174955/On-chicken-tenders
13 favorites,"A branch of the ALA has removed Laura Ingalls Wilder's name from an award for children's literature. Laura Ingalls Wilder was (and is) beloved for her landmark Little House on the Prairie series, but her books have rightfully been decried for their racism against Native Americans, among other things. The ALA has reassured their constituency that this is not intended as censorship or meant to suppress discussion of these works. Conservatives are, predictably, outraged.",Rethinking the legacy of Laura Ingalls Wilder,https://www.metafilter.com/174959/Rethinking-the-legacy-of-Laura-Ingalls-Wilder
35 favorites (12 in the past 24 hours),,lowered bar,https://www.metafilter.com/174934/lowered-bar
12 favorites,Lethal Weapon is a cop show about the literally explosive fallout of men excusing themselves from the work of being emotionally productive in the shadow of their survival. It’s exactly the kind of story men,Getting men off ledges,https://www.metafilter.com/174961/Getting-men-off-ledges
49 favorites (11 in the past 24 hours),"Two days after thousands marched in London for a People's Vote , Bloomberg reports that political insiders helped hedge fund managers make millions by shorting the market over the EU referendum. Security analyst James Patrick adds evidence that more millions were made by betting the opposite way on cryptocurrencies . In Westminster, hardline Tories tell Theresa May to get ready for no-deal , even as evidence piles up that a no-deal Brexit will ground Britain to a halt and that there's no back-up plan for Northern Ireland . One study indicates that Brexit has already slowed UK growth by 2.1%, and is costing the UK government £440 million a week . Brexiters are discovering that the UK already had the best model: EU membership.",Never Mind the Brexit,https://www.metafilter.com/174931/Never-Mind-the-Brexit
25 favorites (11 in the past 24 hours),,QUEEROES 2018,https://www.metafilter.com/174937/QUEEROES-2018
