favourites,summary,title,url
69 favorites,,We ban it immediately,https://www.metafilter.com/175472/We-ban-it-immediately
31 favorites (28 in the past 24 hours),,Unentertaining,https://www.metafilter.com/175454/Unentertaining
28 favorites,"I am going to give what I will call an elementary demonstration. But
elementary does not mean easy to understand. Elementary means that very
little is required to know ahead of time in order to understand it,
except to have an infinite amount of intelligence.  There may be a large
number of steps that hard to follow, but to each does not require already
knowing the calculus or Fourier transforms. -- Richard P. Feynman This video recounts a lecture by Richard Feynman giving an elementary demonstration of why planets orbit in ellipses. See the excellent book by Judith and David Goodstein, ""Feynman's lost lecture”, for the full story behind this lecture, and a deeper dive into its content. minutephysics takes some time off and lets 3Blue1Brown tell the story of Feynman's Lost Lecture","All you need is ""to have an infinite amount of intelligence"".",https://www.metafilter.com/175469/All-you-need-is-to-have-an-infinite-amount-of-intelligence
22 favorites,"""Combining virtual hate mobs, surveillance, misinformation, anonymous threats, and the invasion of victims’ privacy, states and political parties around the globe have created an increasingly aggressive online playbook that is difficult for the platforms to detect or counter."" Bloomberg's Michael Riley, Lauren Etter, and Bibhudatta Pradham: A Global Guide to State-Sponsored Trolling .",World War Disinformation,https://www.metafilter.com/175464/World-War-Disinformation
20 favorites,"Recently, Lumberjanes writer Noelle Stevenson tweeted a set of images showing off the art style for her latest project: a reboot of the classic cartoon series She-Ra and the Princesses of Power . While the new designs got rave reviews from many fans, a vocal contingent complained that the designs were not ""appealing"" enough , with some even attacking Stevenson herself over the redesign. In turn, other fans have been fighting back, pointing out how disturbing and creepy their argument really is.","""We never considered or wrote for She-Ra as 'the ideal woman.'""",https://www.metafilter.com/175459/We-never-considered-or-wrote-for-She-Ra-as-the-ideal-woman
18 favorites,"The UK's Kennel Club has announced this year's winners of the Dog Photographer Of The Year contest ( previously ). There are new dogs , there are old dogs",Sit. Stay. Smile!,https://www.metafilter.com/175460/Sit-Stay-Smile
17 favorites,"Inge Ginsberg performs death metal with her band, the TritoneKings Trümmer ""As Ms. Ginsberg grew older, she kept writing lyrics and poetry, and realized she needed to find new ways to reach an audience. How was she going to gain attention in a society where older women are neglected, silenced and often cast off? At age 93, she discovered a solution: death metal, where you can shout your lyrics instead of sing them. """,Totenköpfchen (Laugh at Death),https://www.metafilter.com/175465/Totenkpfchen-Laugh-at-Death
50 favorites (15 in the past 24 hours),"So. Y'all remember this picture, right? It's adorable, charing and all over the shop since it first appeared in June last year. Well, there's more. Thing is, the National Aquarium of New Zealand has done it, as advertised, EVERY MONTH since then and, folks, it's a ride. Strap in. (twitter) Jonny(!)@jonnywaistcoat",Penguin of the Month Club,https://www.metafilter.com/175447/Penguin-of-the-Month-Club
24 favorites (14 in the past 24 hours),"Tim Heidecker is running for District Attorney of San Bernardino County. Heidecker, formerly of the Tim & Eric duo, was driven into politics after being put on trial for the murder of twenty teenagers at his Electric Sun Music Festival, headlined by Heidecker's own hit electronica project DKR . After the unjust murder verdict put an end to his experiments in cutting-edge virtual reality TV programming , Heidecker found himself driven to seek the sort of justice his action-hero icon Jack Decker famously sought against terrorists and Count Dracula . (Decker's newest season seems to be motivated by Tim's murder trial, too, and by the shadowy foreign conspiracy that Tim claims was truly responsible for all those deaths.",I give this campaign ad five bags of popcorn.,https://www.metafilter.com/175451/I-give-this-campaign-ad-five-bags-of-popcorn
14 favorites (13 in the past 24 hours),"The 1959 film The Cry of Jazz (via Openculture ) is a kind of filmed essay presaging the ideas of Black Nationalism , framed by stilted dialogue, and ending in a prophecy about the end of jazz . Written/directed by",Cri de Coeur,https://www.metafilter.com/175452/Cri-de-Coeur
