favourites,summary,title,url
133 favorites,"Are you being served? Maybe not, if you're a fascist . This story and more coming up, as we review the latest dispatches from an America in crisis.",there are moments in time when people need to live their convictions,https://www.metafilter.com/174922/there-are-moments-in-time-when-people-need-to-live-their-convictions
42 favorites,,Military Vet Mom MJ Hegar Is Running for Congress in Texas's District 31,https://www.metafilter.com/174920/Military-Vet-Mom-MJ-Hegar-Is-Running-for-Congress-in-Texass-District-31
34 favorites,Reclaimed,Natural Anthems,https://www.metafilter.com/174912/Natural-Anthems
34 favorites,,"Listen, the rest of the world needs to get put on to grapenut.",https://www.metafilter.com/174918/Listen-the-rest-of-the-world-needs-to-get-put-on-to-grapenut
32 favorites,"“Why are you architects not interested in people?” Ingrid Gehl asked her new husband, Jan. “What do you think about the fact that your architecture professors take their photos at four o’clock in the morning . . . without the distraction of people in the photos?” The little-known behavioral scientist who transformed cities all over the world is the story of Ingrid Gehl, the psychologist who helped her now famous husband, Jan Gehl , in his battle to make cities livable . See also: Live Between Buildings (20 minute video, ""annotated"" links below the break)","Life Between Buildings: Life Lost and Refound, by Ingrid and Jan Gehl",https://www.metafilter.com/174925/Life-Between-Buildings-Life-Lost-and-Refound-by-Ingrid-and-Jan-Gehl
26 favorites,"Pride Month Special: “One True Pervert In the Courtroom” – The Trial of Dale Jennings So smear on your best body paint, cuddle up with the spouse you previously couldn’t marry, and call that one homophobic Aunt that everyone has just to tell them to fuck right off as we talk about Dale Jennings, and how the LAPD totally George Michael’d the fuck out of him…and in doing so helped kick off the modern LGBTQ+ rights movement as we know it today. …Fucking talk about some shit backfiring, eh?",The LAPD Arrested The Wrong Gay Dude That Day,https://www.metafilter.com/174921/The-LAPD-Arrested-The-Wrong-Gay-Dude-That-Day
31 favorites (25 in the past 24 hours),"""I flaunt it,"" said Lyn Slater, a professor, model, and blogger. ""I'm not 20. I don't want to be 20, but I'm really freaking cool. That's what I think about when I'm posting a photo.""","""I don't want to be 20, but I'm really freaking cool.""",https://www.metafilter.com/174910/I-dont-want-to-be-20-but-Im-really-freaking-cool
25 favorites,"In the City of South Fulton’s justice system, black women hold all the reins. The city is the first city in American history where every criminal justice department head is an African American woman.",It's not a diversity experiment.,https://www.metafilter.com/174913/Its-not-a-diversity-experiment
25 favorites,"Two days after thousands marched in London for a People's Vote , Bloomberg reports that political insiders helped hedge fund managers make millions by shorting the market over the EU referendum. Security analyst James Patrick adds evidence that more millions were made by betting the opposite way on cryptocurrencies . In Westminster, hardline Tories tell Theresa May to get ready for no-deal , even as evidence piles up that a no-deal Brexit will ground Britain to a halt and that there's no back-up plan for Northern Ireland . One study indicates that Brexit has already slowed UK growth by 2.1%, and is costing the UK government £440 million a week . Brexiters are discovering that the UK already had the best model: EU membership.",Never Mind the Brexit,https://www.metafilter.com/174931/Never-Mind-the-Brexit
23 favorites,,"""Their Protocol Doesn’t Help Things It Makes Things Worse""",https://www.metafilter.com/174929/Their-Protocol-Doesnt-Help-Things-It-Makes-Things-Worse
22 favorites,,You are with whom you eat,https://www.metafilter.com/174923/You-are-with-whom-you-eat
16 favorites,,"Are You There Whale? It’s Me, Ahab",https://www.metafilter.com/174924/Are-You-There-Whale-Its-Me-Ahab
15 favorites,"Prolific poet , writer , & former Poet Laureate of the United States, Donald Hall ,  		 
 
 September 20, 1928 - June 23, 2018. 	 	 
 
On poetry “It is beautiful ... there is no other purpose than the beauty of it. And that is reason enough to be.”","""Work, love, build a house, and die.  But build a house.""",https://www.metafilter.com/174914/Work-love-build-a-house-and-die-But-build-a-house
15 favorites,BAD WITCH has been released.,Is it an EP? Is it an LP? It certainly is NIN (with saxophone),https://www.metafilter.com/174915/Is-it-an-EP-Is-it-an-LP-It-certainly-is-NIN-with-saxophone
42 favorites (13 in the past 24 hours),"There is a . . . tension running through this year’s Pride celebrations . . . it’s becoming harder for people who don’t present as the “right” kind of queer-identified person to feel welcome ""The contrast is clear in triumphant, ecstatic celebrations of marriage equality, when trans people still can’t use the bathroom that matches their gender identity. Corporations are cashing in on these identities by selling gay-themed products during Pride Month — often referred to as 'rainbow capitalism' — but too often, the rainbow begins and ends with masculine gay men. 'There is a sense now of compulsory gayness,'  said Josh Burford, the director of community engagement at the Invisible Histories Project.""",There's No Right Way to Be Queer,https://www.metafilter.com/174899/Theres-No-Right-Way-to-Be-Queer
13 favorites,"The @MeanwhileInCana Twitter account covers all things Canadian, often with a light touch  (unless it's indigenous injustice or oil sands exploitation ). Today it's highlighting ACTUAL HEADLINES FROM CANADIAN NEWSPAPERS .",Meanwhile In Canada,https://www.metafilter.com/174927/Meanwhile-In-Canada
94 favorites (12 in the past 24 hours),"""A few years back, I worked for a small, questionably honest used car dealership and repair shop. I'm a service writer, which means I'm the interface between customers (who are idiots) and the technicians (who are mostly felons). Think Tom Smykowski from Office Space. I will warn you ahead of time, I am not the hero of my stories, just the protagonist. There are no heroes in the car industry - we are all villains in our own ways."" u/36055512 regales r/talesfromtechsupport with stories about Dishonest Used Car Dealership.",Ya smell that? Somethin’ stupid’s about ta happen!,https://www.metafilter.com/174888/Ya-smell-that-Somethin-stupids-about-ta-happen
47 favorites (11 in the past 24 hours),"Looking at the current state of being bisexual on TV. I was told so many lies about what being bisexual means that it took me 27 years to come out as bisexual myself. Friends shrugged that bisexual people just couldn’t make up their minds. Family members insisted that being gay or straight was one thing, but anything in between just didn’t make sense. And in a crushing blow, my beloved escape, television, insisted over and over that someone who might like men and women was a confused joke at best, and a slutty sinner at worst.",Bi-Medial,https://www.metafilter.com/174901/Bi-Medial
21 favorites (11 in the past 24 hours),,Helping your brain function better with music,https://www.metafilter.com/174905/Helping-your-brain-function-better-with-music
11 favorites,Someone Sold Hot Dog Water for $28 at a Festival [Teen Vogue] — literal bottles of water containing a single hot dog each — which were sold at the Car Free Day festival in Vancouver.,“Hot Dog Water is the NEW coconut water!”,https://www.metafilter.com/174926/Hot-Dog-Water-is-the-NEW-coconut-water
