favourites,summary,title,url
60 favorites (38 in the past 24 hours),"MeFi's own mhoye has a question: What is the least plausible story about yourself that's true? It has gone viral , with thousands of replies and quote-tweets.",It's late but let's see if we can make this interesting,https://www.metafilter.com/174952/Its-late-but-lets-see-if-we-can-make-this-interesting
35 favorites,"Domestic abusers are using the likes of internet-connected thermostats, doorbells, speakers, lights, and other smart home devices to establish their power or harass their partners. One woman alleged that her air conditioning turned off without her controlling it, another woman alleged her front door lock code frequently changed, and another alleged that her doorbell repeatedly rang when no one was there. One woman told the New York Times that she resorted to pulling her smart thermostat out of the wall.",The unintended consequences of convenient smart home technology,https://www.metafilter.com/174960/The-unintended-consequences-of-convenient-smart-home-technology
30 favorites,"For the first time in 35 years, the Elks are",🦌 🦌 🦌,https://www.metafilter.com/174962/elk-elk-elk
33 favorites (26 in the past 24 hours),"TeacherTube is a free resource for educators, students and parents to share and watch instructional videos. Launched in 2007 as a YouTube alternative that is ""a more educationally focused, safe venue for teachers, schools, and home learners,"" the site is now home to over a million user-generated videos on dozens of topics, many of which are used as teaching tools in schools and libraries across the United States.",TeacherTube,https://www.metafilter.com/174953/TeacherTube
23 favorites,"Paul McCartney on Carpool Karaoke is television at its best. Not only does it have all the happiness and goofiness you expect Corden to deliver, but this McCartney karaoke is also unexpectedly tender, touching and meaningful.",You can drive my car,https://www.metafilter.com/174966/You-can-drive-my-car
22 favorites,"A branch of the ALA has removed Laura Ingalls Wilder's name from an award for children's literature. Laura Ingalls Wilder was (and is) beloved for her landmark Little House on the Prairie series, but her books have rightfully been decried for their racism against Native Americans, among other things. The ALA has reassured their constituency that this is not intended as censorship or meant to suppress discussion of these works. Conservatives are, predictably, outraged.",Rethinking the legacy of Laura Ingalls Wilder,https://www.metafilter.com/174959/Rethinking-the-legacy-of-Laura-Ingalls-Wilder
20 favorites,Lethal Weapon is a cop show about the literally explosive fallout of men excusing themselves from the work of being emotionally productive in the shadow of their survival. It’s exactly the kind of story men,Getting men off ledges,https://www.metafilter.com/174961/Getting-men-off-ledges
26 favorites (19 in the past 24 hours),"Need 8 minutes to calm down? Watch a short, quiet, idyllic video of Li Zikai building a cat-shaped brick-and-clay oven from scratch. (slfb video)","Quietly, by hand",https://www.metafilter.com/174956/Quietly-by-hand
82 favorites (17 in the past 24 hours),"NewRetroWave is a YouTube channel devoted to the 80’s-infused electronic music genre known variously as synthwave/retrowave/outrun . Whether you’re jacking into a mainframe in Neo Tokyo , cruising down a Miami highway at night in your convertible , or discovering what true love means with your girlfriend Jennifer , this channel has got you covered.","The 80's Never Died, They Just Became Bigger",https://www.metafilter.com/174944/The-80s-Never-Died-They-Just-Became-Bigger
16 favorites,,too long; didn't not read,https://www.metafilter.com/174964/too-long-didnt-not-read
16 favorites,Record Label Logos curated by designer and illustrator Reagan Ray .,Record Label Logos,https://www.metafilter.com/174967/Record-Label-Logos
20 favorites (15 in the past 24 hours),,On chicken tenders,https://www.metafilter.com/174955/On-chicken-tenders
14 favorites,"Fear of a Brown Planet is an album of psychedelic Latin funk...covers? interpretations? celebrations! of classic Public Enemy joints by Austin's Brownout, previously noted for their Black Sabbath covers. It goes hard.",Fear of a Brown Planet,https://www.metafilter.com/174973/Fear-of-a-Brown-Planet
51 favorites (12 in the past 24 hours),NPR Music's 35 Favorite Songs Of 2018 (So Far),NPR Music's 35 Favorite Songs Of 2018 (So Far),https://www.metafilter.com/174946/NPR-Musics-35-Favorite-Songs-Of-2018-So-Far
26 favorites (11 in the past 24 hours),"Twenty years ago today, Victor Joseph and Thomas Builds-the-Fire first traveled from their homes [trailer] on the Coeur D'Alene Indian Reservation in Plummer, Idaho, down to Phoenix, Arizona. This journey was adapted from the stories in Sherman Alexie's The Lone Ranger and Tonto Fistfight in Heaven , particularly "" This Is What It Means to Say Phoenix, Arizona "" [PDF with questions for discussion]. The movie was unique, as an all-Native American production : producers, director, screenwriter, actors and technicians. What Smoke Signals means 20 years later by Ellen C. Caldwell, who notes that ""the film is constantly playing with dismantling and challenging dominant Native stereotypes.""",Smoke Signals: I think it's a fine example of the oral tradition.,https://www.metafilter.com/174950/Smoke-Signals-I-think-its-a-fine-example-of-the-oral-tradition
10 favorites,Is America Ready to Love Cottage Cheese Again?,"To ""uncottage""--or, as one dairy executive put it, ""Chobani it.""",https://www.metafilter.com/174969/To-uncottage-or-as-one-dairy-executive-put-it-Chobani-it
10 favorites,"In a 5-4 decision , the United States Supreme Court has overturned a 40-year-old precedent , ruling that public-sector unions cannot require union dues from non-members who do not wish to pay them.  The decision was split along party lines, with the Court's five conservative members finding that this requirement was a violation of the right to free speech as guaranteed by the First Amendment.","""There is no sugarcoating today's opinion.""",https://www.metafilter.com/174975/There-is-no-sugarcoating-todays-opinion
14 favorites (9 in the past 24 hours),,Gorgeous Staircase Murals,https://www.metafilter.com/174954/Gorgeous-Staircase-Murals
9 favorites,"In planetary defense news, a new National Near Earth Object Preparedness Plan has been released in the United States.",New National Near Earth Object Preparedness Plan Released in the US,https://www.metafilter.com/174965/New-National-Near-Earth-Object-Preparedness-Plan-Released-in-the-US
165 favorites (8 in the past 24 hours),"Are you being served? Maybe not, if you're a fascist . This story and more coming up, as we review the latest dispatches from an America in crisis.",there are moments in time when people need to live their convictions,https://www.metafilter.com/174922/there-are-moments-in-time-when-people-need-to-live-their-convictions
