favourites,summary,title,url
86 favorites,,We ban it immediately,https://www.metafilter.com/175472/We-ban-it-immediately
56 favorites,"""I think you’re racist. I think I am, too."" (full talk) Dr. Robin DiAngelo coined the term ""white fragility"" to describe ""a state in which even a minimum amount of racial stress becomes intolerable."" She has just published a book on the subject and in this talk for the KUOW Speakers Forum she has particularly pointed words for the fragility of white progressives.",White Fragility,https://www.metafilter.com/175478/White-Fragility
35 favorites,"I am going to give what I will call an elementary demonstration. But
elementary does not mean easy to understand. Elementary means that very
little is required to know ahead of time in order to understand it,
except to have an infinite amount of intelligence.  There may be a large
number of steps that hard to follow, but to each does not require already
knowing the calculus or Fourier transforms. -- Richard P. Feynman This video recounts a lecture by Richard Feynman giving an elementary demonstration of why planets orbit in ellipses. See the excellent book by Judith and David Goodstein, ""Feynman's lost lecture”, for the full story behind this lecture, and a deeper dive into its content. minutephysics takes some time off and lets 3Blue1Brown tell the story of Feynman's Lost Lecture","All you need is ""to have an infinite amount of intelligence"".",https://www.metafilter.com/175469/All-you-need-is-to-have-an-infinite-amount-of-intelligence
25 favorites,"""Combining virtual hate mobs, surveillance, misinformation, anonymous threats, and the invasion of victims’ privacy, states and political parties around the globe have created an increasingly aggressive online playbook that is difficult for the platforms to detect or counter."" Bloomberg's Michael Riley, Lauren Etter, and Bibhudatta Pradham: A Global Guide to State-Sponsored Trolling .",World War Disinformation,https://www.metafilter.com/175464/World-War-Disinformation
25 favorites,"An in depth breakdown of the multi-track master tape of Yes's Roundabout , one of the most complex, adventurous, innovative, progressive records to ever get played (almost) to death on classic rock radio. Thank you, Rick Beato , all purpose everything music guy ( previously ).",What makes Yes's Roundabout so f***ing great?,https://www.metafilter.com/175476/What-makes-Yess-Roundabout-so-fing-great
20 favorites,"Inge Ginsberg performs death metal with her band, the TritoneKings Trümmer ""As Ms. Ginsberg grew older, she kept writing lyrics and poetry, and realized she needed to find new ways to reach an audience. How was she going to gain attention in a society where older women are neglected, silenced and often cast off? At age 93, she discovered a solution: death metal, where you can shout your lyrics instead of sing them. """,Totenköpfchen (Laugh at Death),https://www.metafilter.com/175465/Totenkpfchen-Laugh-at-Death
20 favorites (17 in the past 24 hours),"Recently, Lumberjanes writer Noelle Stevenson tweeted a set of images showing off the art style for her latest project: a reboot of the classic cartoon series She-Ra and the Princesses of Power . While the new designs got rave reviews from many fans, a vocal contingent complained that the designs were not ""appealing"" enough , with some even attacking Stevenson herself over the redesign. In turn, other fans have been fighting back, pointing out how disturbing and creepy their argument really is.","""We never considered or wrote for She-Ra as 'the ideal woman.'""",https://www.metafilter.com/175459/We-never-considered-or-wrote-for-She-Ra-as-the-ideal-woman
18 favorites (17 in the past 24 hours),"The UK's Kennel Club has announced this year's winners of the Dog Photographer Of The Year contest ( previously ). There are new dogs , there are old dogs",Sit. Stay. Smile!,https://www.metafilter.com/175460/Sit-Stay-Smile
17 favorites,,What 24 Hours in Prison is Really Like,https://www.metafilter.com/175482/What-24-Hours-in-Prison-is-Really-Like
15 favorites,,Maman lives in a bubble,https://www.metafilter.com/175463/Maman-lives-in-a-bubble
15 favorites,"""Late one night inside an art-filled home on a tranquil parkway in Silver Spring, Md., a woman decided to take her laptop to bed with her. She clicked on a story about an old picture. Her eyes widened. “No,” Michele Holzman thought to herself. “That couldn’t be me. Could it?”"" How","He tapped the shutter, freezing a moment of hope, of promise.",https://www.metafilter.com/175471/He-tapped-the-shutter-freezing-a-moment-of-hope-of-promise
15 favorites,"$800 Million Says a Self-Driving Car Looks Like This - ""It's in the city, though, where Zoox really shines. The screens inside the vehicle show an overwhelming amount of information, as the computer vision",gadzooks,https://www.metafilter.com/175473/gadzooks
13 favorites,,Shed a Little Light,https://www.metafilter.com/175466/Shed-a-Little-Light
13 favorites,"The UK's Civil Service has a high opinion of itself and is proud of its history. It publishes a periodical, Civil Service Quarterly , so that its bureaucrats may read about themselves, and the latest edition included a long, illustrated article about the history of public communication. But all was not as it seemed.",A Porous Reality In The Government Communications Office,https://www.metafilter.com/175475/A-Porous-Reality-In-The-Government-Communications-Office
32 favorites (12 in the past 24 hours),,Unentertaining,https://www.metafilter.com/175454/Unentertaining
12 favorites,Helena Hauff is a German techno and electro DJ and record producer. She has released a 'short film' / music video Qualm as a teaser for her coming second album of the same name. 'Every woman who DJs and is visible helps to make a change'.,When I wear a lot of black... you can’t see the tomato sauce stains,https://www.metafilter.com/175467/When-I-wear-a-lot-of-black-you-cant-see-the-tomato-sauce-stains
10 favorites,"""The Good Place"" season 2 gag reel has been released.",Very medium. Just straight-up meh.,https://www.metafilter.com/175484/Very-medium-Just-straight-up-meh
50 favorites (9 in the past 24 hours),"So. Y'all remember this picture, right? It's adorable, charing and all over the shop since it first appeared in June last year. Well, there's more. Thing is, the National Aquarium of New Zealand has done it, as advertised, EVERY MONTH since then and, folks, it's a ride. Strap in. (twitter) Jonny(!)@jonnywaistcoat",Penguin of the Month Club,https://www.metafilter.com/175447/Penguin-of-the-Month-Club
9 favorites,,Die With Me,https://www.metafilter.com/175474/Die-With-Me
13 favorites (8 in the past 24 hours),"Lincoln Said What? Bogus Quotations Take On A New Life On Social Media is a 2017 piece noting ""But quotations can be bogus in different ways.""","""We do quotation differently now""",https://www.metafilter.com/175456/We-do-quotation-differently-now
