favourites,summary,title,url
183 favorites (82 in the past 24 hours),"In 1999, officials in Vienna, Austria, asked residents of the city's ninth district how often and why they used public transportation. ""Most of the men filled out the questionnaire in less than five minutes,"" says Ursula Bauer, one of the city administrators tasked with carrying out the survey. ""But the women couldn't stop writing."" 
- How to Design a City for Women",Cities of ladies,https://www.metafilter.com/175217/Cities-of-ladies
45 favorites,"“I am fluent in very many different forms of English. Yes, I know African American Vernacular English. I also know the English we speak over the phone when talking to an absolute stranger. I know how to speak Customer Service English, where smiling and nodding both count as punctuation marks.
As a matter of fact, in this painful conversation, I am speaking yet another kind of English. It is a coded format where every word and gesture has a hidden meaning or dilutes the substance of my thoughts to make it taste sweeter to you.",A Lesson in Code Switching,https://www.metafilter.com/175239/A-Lesson-in-Code-Switching
43 favorites,Tom and Lorenzo present a three-part essay series on costume design for heroic female characters.,Redefining the Hero,https://www.metafilter.com/175232/Redefining-the-Hero
41 favorites,,And then we board a plane.,https://www.metafilter.com/175241/And-then-we-board-a-plane
33 favorites,,Never Mind Form Follows Function,https://www.metafilter.com/175229/Never-Mind-Form-Follows-Function
59 favorites (31 in the past 24 hours),"The Terrifyingly Prescient ‘Serial Experiments Lain,’ 20 Years Later",in the Wired,https://www.metafilter.com/175227/in-the-Wired
33 favorites (30 in the past 24 hours),,The rise of 'pseudo-AI',https://www.metafilter.com/175228/The-rise-of-pseudo-AI
25 favorites,"Elderflower wine is a traditional British country wine, “by far the nearest thing to Champagne you can make at home and an essential accompaniment to summer parties.” Recipes historical ( Mary Kettilby, 1714 ; Eliza Smith, 1727 ) and modern ( John Wright, 2011 ; Hank Shaw, 2016 ) are available (and not so very different from each other).","""…only possible to drink from a glass, not from the floor…""",https://www.metafilter.com/175233/only-possible-to-drink-from-a-glass-not-from-the-floor
24 favorites,,"Moominmamma: ""I believe she wants to be invisible for a while""",https://www.metafilter.com/175231/Moominmamma-I-believe-she-wants-to-be-invisible-for-a-while
22 favorites,"“In some ways, I now think that one of the primary functions of the university, for the ruling class, is precisely to train a generation in indebtedness, in a state of being in debt.” ON UNIVERSITIES: ROUNDTABLE - what is a University for? (The White Review) - Season Of The Bitch episode 42: Debt as a feminist issue and possible solutions (1:03:52) - The net worth of college graduates with student debt is truly depressing (Market watch) - Competition: Find the craziest graph that shows how bad the student debt crisis really is (Twitter) - The Debt Collective, organizing as debtors and recourses against predatory lenders and collectors - The New Economy Project , what is the Soildairty economy",The Debt Crisis,https://www.metafilter.com/175245/The-Debt-Crisis
