favourites,summary,title,url
78 favorites (60 in the past 24 hours),"""A few years back, I worked for a small, questionably honest used car dealership and repair shop. I'm a service writer, which means I'm the interface between customers (who are idiots) and the technicians (who are mostly felons). Think Tom Smykowski from Office Space. I will warn you ahead of time, I am not the hero of my stories, just the protagonist. There are no heroes in the car industry - we are all villains in our own ways."" u/36055512 regales r/talesfromtechsupport with stories about Dishonest Used Car Dealership.",Ya smell that? Somethin’ stupid’s about ta happen!,https://www.metafilter.com/174888/Ya-smell-that-Somethin-stupids-about-ta-happen
40 favorites (37 in the past 24 hours),"Daniel Kahn & The Painted Bird are a modern klezmer band whose music I discovered about a month ago. Their dark, yiddish-infused songs feel perfect for Trump's America, offering a witty, wise take on all the worst aspects of human nature. The accompanying music is utterly joyous, however. Among their best songs are March of the Jobless Corps Freedom is a Verb and The Butcher's Sher .",You Gotta Give The Butcher His Share,https://www.metafilter.com/174890/You-Gotta-Give-The-Butcher-His-Share
33 favorites,"Gentle Forest Jazz Band (Japanese-language site) is a 21 (or so) piece Japanese big band-style jazz group. Dolls Look the Moon - Come for the hot playing, goggle at the manic bandleader, and stay for the Andrews-sisters harmonies of the women after they make their way down the stairs. Otokotte Otokotte - In which our singers turn into goldfish and everyone plays barefoot in a river.   Contains a traveling clarinet soloist. Nica's Band - Standout guest vocals, shoes, and posing by Nikaido Kazumi.",Come out Swingin',https://www.metafilter.com/174895/Come-out-Swingin
32 favorites,,I didn’t even really think of myself as particularly Asian,https://www.metafilter.com/174893/I-didnt-even-really-think-of-myself-as-particularly-Asian
26 favorites,"This is the inspiring tale of one number-loving man with a 2007 Honda Odyssey and a dream. Shortly after posting a photo of his carefully planned odometer reading to social media, MetaFilter's own freecellwizard",The Prince of Odometers,https://www.metafilter.com/174894/The-Prince-of-Odometers
26 favorites,,The Luke Cage Syllabus,https://www.metafilter.com/174897/The-Luke-Cage-Syllabus
24 favorites,"Looking at the current state of being bisexual on TV. I was told so many lies about what being bisexual means that it took me 27 years to come out as bisexual myself. Friends shrugged that bisexual people just couldn’t make up their minds. Family members insisted that being gay or straight was one thing, but anything in between just didn’t make sense. And in a crushing blow, my beloved escape, television, insisted over and over that someone who might like men and women was a confused joke at best, and a slutty sinner at worst.",Bi-Medial,https://www.metafilter.com/174901/Bi-Medial
21 favorites,"The Annette Gero Collection of Quilts from Military Fabrics , currently on display at the International Quilt Study Center and Museum at the University of Nebraska-Lincoln , contains intricate and complex geometric quilts (Vimeo) made exclusively by men using richly dyed wools derived from British military and dress uniforms. Once termed “soldiers’ quilts” or “convalescent quilts,” the pieced textiles are most closely associated with the Crimean War as well as conflicts in India, South Africa, and other troubled regions of the British Empire during the nineteenth century.",War and Pieced,https://www.metafilter.com/174891/War-and-Pieced
20 favorites,,Can there be a “very good dog?”,https://www.metafilter.com/174896/Can-there-be-a-very-good-dog
20 favorites,"There is a . . . tension running through this year’s Pride celebrations . . . it’s becoming harder for people who don’t present as the “right” kind of queer-identified person to feel welcome ""The contrast is clear in triumphant, ecstatic celebrations of marriage equality, when trans people still can’t use the bathroom that matches their gender identity. Corporations are cashing in on these identities by selling gay-themed products during Pride Month — often referred to as 'rainbow capitalism' — but too often, the rainbow begins and ends with masculine gay men. 'There is a sense now of compulsory gayness,'  said Josh Burford, the director of community engagement at the Invisible Histories Project.""",There's No Right Way to Be Queer,https://www.metafilter.com/174899/Theres-No-Right-Way-to-Be-Queer
19 favorites,"Dog eating watermelon . Another dog eating a watermelon . More dog eating watermelon . Lots and lots of dogs eating watermelon . What's that , you want more dogs eating watermelon . A dog with flowers on its head eating a watermelon . A dog watermelon eating contest . A dog in a watermelon eating a watermelon . Two dogs in pink tutu dresses eating watermelon . Just another old dog eating a watermelon . Slow-motion dog eating watermelon . Two dogs enjoying watermelon in the backyard . Dogs sharing watermelon",🍉🐶,https://www.metafilter.com/174902/
15 favorites,Dancing in Movies ( movie list ) Bonus!,Get the funk up!,https://www.metafilter.com/174892/Get-the-funk-up
26 favorites (12 in the past 24 hours),Wake Up,Brass Against The Machine,https://www.metafilter.com/174886/Brass-Against-The-Machine
