favourites,summary,title,url
70 favorites,"From cartoonist Gale Galligan comes Jon ,  a Garfield fancomic considering the life of Jon Arbuckle, cartoonist. Part 1",With Minimal Lasagna,https://www.metafilter.com/174836/With-Minimal-Lasagna
44 favorites,"Give Everyone Government Bank Accounts - ""A new report co-authored by two Treasury Department veterans, ' Central Banking for All: A Public Option for Bank Accounts ', argues that Americans should have an account at the Federal Reserve, just as banks do. They believe this would solve a vast array of problems at once, ensuring that everyone is included in the financial system, driving down retail costs for businesses and consumers, and even making recessions less likely.""",FedAccount,https://www.metafilter.com/174835/FedAccount
39 favorites,,Believe the Hype,https://www.metafilter.com/174833/Believe-the-Hype
93 favorites (38 in the past 24 hours),,"No one ever regretted taking care of the person they loved, at any price",https://www.metafilter.com/174822/No-one-ever-regretted-taking-care-of-the-person-they-loved-at-any-price
35 favorites,"Good evening.  This ... is HNN, the Hopeful News Network.  Our top story tonight: President Carter helps his birthplace get a doctor .  Stories later in our program: McDonald's UK is banning plastic straws , South Bend's mayor marries his love during Pride Month , Lyft partners with the American Cancer Society for free rides , South Korea outlaws killing dogs for meat , a diabetes cure may come from the tuberculosis vaccine , and stories of very large donations to public radio and to mental health organizations in Kate Spade's memory",Hope Springs Exulting on Triumphant Wing,https://www.metafilter.com/174845/Hope-Springs-Exulting-on-Triumphant-Wing
32 favorites,The Gorilla Foundation has announced the passing of Koko.,"Bad, Sad, Frown, Cry, Frown",https://www.metafilter.com/174830/Bad-Sad-Frown-Cry-Frown
30 favorites,"""I am here to tell you: most people in your family will never buy your book. Most of your friends won’t either. """,Who will buy your book?,https://www.metafilter.com/174839/Who-will-buy-your-book
29 favorites,"GitHub, Medium, and Twitter take down database of ICE employee LinkedIn accounts . The database's creator, Sam Levigne ( previously , previously , previously ), is a Brooklyn artist whose work often deals with data and technology.","""the free speech wing of the free speech party""",https://www.metafilter.com/174843/the-free-speech-wing-of-the-free-speech-party
28 favorites,"""There is nothing stronger than a broken woman who has rebuilt herself,"" Australian comic Hannah Gadsby says in her new Netflix special. Hannah Gadsby’s Nanette Will Change The Way You Think About Comedy , says Anna Silman in The Cut, which has MANY SPOILERS. (CW for sexual abuse, rape, assault in Netflix special.) ""...Perhaps the power of her performance will open the door for a richer and more humane kind of stand-up – one that sets an example for future young women deciding how they want to tell their stories to the world.""","Hannah Gadsby ""Breaks"" Comedy",https://www.metafilter.com/174837/Hannah-Gadsby-Breaks-Comedy
23 favorites,,Arbre Lingua,https://www.metafilter.com/174841/Arbre-Lingua
