favourites,summary,title,url
118 favorites,"Are you being served? Maybe not, if you're a fascist . This story and more coming up, as we review the latest dispatches from an America in crisis.",there are moments in time when people need to live their convictions,https://www.metafilter.com/174922/there-are-moments-in-time-when-people-need-to-live-their-convictions
40 favorites,,Military Vet Mom MJ Hegar Is Running for Congress in Texas's District 31,https://www.metafilter.com/174920/Military-Vet-Mom-MJ-Hegar-Is-Running-for-Congress-in-Texass-District-31
33 favorites,,"Listen, the rest of the world needs to get put on to grapenut.",https://www.metafilter.com/174918/Listen-the-rest-of-the-world-needs-to-get-put-on-to-grapenut
32 favorites,Reclaimed,Natural Anthems,https://www.metafilter.com/174912/Natural-Anthems
28 favorites,"""I flaunt it,"" said Lyn Slater, a professor, model, and blogger. ""I'm not 20. I don't want to be 20, but I'm really freaking cool. That's what I think about when I'm posting a photo.""","""I don't want to be 20, but I'm really freaking cool.""",https://www.metafilter.com/174910/I-dont-want-to-be-20-but-Im-really-freaking-cool
24 favorites,"In the City of South Fulton’s justice system, black women hold all the reins. The city is the first city in American history where every criminal justice department head is an African American woman.",It's not a diversity experiment.,https://www.metafilter.com/174913/Its-not-a-diversity-experiment
23 favorites,"“Why are you architects not interested in people?” Ingrid Gehl asked her new husband, Jan. “What do you think about the fact that your architecture professors take their photos at four o’clock in the morning . . . without the distraction of people in the photos?” The little-known behavioral scientist who transformed cities all over the world is the story of Ingrid Gehl, the psychologist who helped her now famous husband, Jan Gehl , in his battle to make cities livable . See also: Live Between Buildings (20 minute video, ""annotated"" links below the break)","Life Between Buildings: Life Lost and Refound, by Ingrid and Jan Gehl",https://www.metafilter.com/174925/Life-Between-Buildings-Life-Lost-and-Refound-by-Ingrid-and-Jan-Gehl
46 favorites (22 in the past 24 hours),"Looking at the current state of being bisexual on TV. I was told so many lies about what being bisexual means that it took me 27 years to come out as bisexual myself. Friends shrugged that bisexual people just couldn’t make up their minds. Family members insisted that being gay or straight was one thing, but anything in between just didn’t make sense. And in a crushing blow, my beloved escape, television, insisted over and over that someone who might like men and women was a confused joke at best, and a slutty sinner at worst.",Bi-Medial,https://www.metafilter.com/174901/Bi-Medial
41 favorites (22 in the past 24 hours),"Dog eating watermelon . Another dog eating a watermelon . More dog eating watermelon . Lots and lots of dogs eating watermelon . What's that , you want more dogs eating watermelon . A dog with flowers on its head eating a watermelon . A dog watermelon eating contest . A dog in a watermelon eating a watermelon . Two dogs in pink tutu dresses eating watermelon . Just another old dog eating a watermelon . Slow-motion dog eating watermelon . Two dogs enjoying watermelon in the backyard . Dogs sharing watermelon",🍉🐶,https://www.metafilter.com/174902/dogs-and-watermelon-and-dogs-and-watermelon
32 favorites (22 in the past 24 hours),,Are we in an existential crisis?,https://www.metafilter.com/174903/Are-we-in-an-existential-crisis
