favourites,summary,title,url
29 favorites,"Paul McCartney on Carpool Karaoke is television at its best. Not only does it have all the happiness and goofiness you expect Corden to deliver, but this McCartney karaoke is also unexpectedly tender, touching and meaningful.",You can drive my car,https://www.metafilter.com/174966/You-can-drive-my-car
62 favorites (26 in the past 24 hours),"MeFi's own mhoye has a question: What is the least plausible story about yourself that's true? It has gone viral , with thousands of replies and quote-tweets.",It's late but let's see if we can make this interesting,https://www.metafilter.com/174952/Its-late-but-lets-see-if-we-can-make-this-interesting
31 favorites (22 in the past 24 hours),"For the first time in 35 years, the Elks are",🦌 🦌 🦌,https://www.metafilter.com/174962/elk-elk-elk
21 favorites,"In a 5-4 decision , the United States Supreme Court has overturned a 40-year-old precedent , ruling that public-sector unions cannot require union dues from non-members who do not wish to pay them.  The decision was split along party lines, with the Court's five conservative members finding that this requirement was a violation of the right to free speech as guaranteed by the First Amendment.","""There is no sugarcoating today's opinion.""",https://www.metafilter.com/174975/There-is-no-sugarcoating-todays-opinion
20 favorites,"Fear of a Brown Planet is an album of psychedelic Latin funk...covers? interpretations? celebrations! of classic Public Enemy joints by Austin's Brownout, previously noted for their Black Sabbath covers. It goes hard.",Fear of a Brown Planet,https://www.metafilter.com/174973/Fear-of-a-Brown-Planet
35 favorites (18 in the past 24 hours),"TeacherTube is a free resource for educators, students and parents to share and watch instructional videos. Launched in 2007 as a YouTube alternative that is ""a more educationally focused, safe venue for teachers, schools, and home learners,"" the site is now home to over a million user-generated videos on dozens of topics, many of which are used as teaching tools in schools and libraries across the United States.",TeacherTube,https://www.metafilter.com/174953/TeacherTube
18 favorites,,too long; didn't not read,https://www.metafilter.com/174964/too-long-didnt-not-read
18 favorites,Record Label Logos curated by designer and illustrator Reagan Ray .,Record Label Logos,https://www.metafilter.com/174967/Record-Label-Logos
35 favorites (12 in the past 24 hours),"Domestic abusers are using the likes of internet-connected thermostats, doorbells, speakers, lights, and other smart home devices to establish their power or harass their partners. One woman alleged that her air conditioning turned off without her controlling it, another woman alleged her front door lock code frequently changed, and another alleged that her doorbell repeatedly rang when no one was there. One woman told the New York Times that she resorted to pulling her smart thermostat out of the wall.",The unintended consequences of convenient smart home technology,https://www.metafilter.com/174960/The-unintended-consequences-of-convenient-smart-home-technology
12 favorites,Is America Ready to Love Cottage Cheese Again?,"To ""uncottage""--or, as one dairy executive put it, ""Chobani it.""",https://www.metafilter.com/174969/To-uncottage-or-as-one-dairy-executive-put-it-Chobani-it
85 favorites (11 in the past 24 hours),"NewRetroWave is a YouTube channel devoted to the 80’s-infused electronic music genre known variously as synthwave/retrowave/outrun . Whether you’re jacking into a mainframe in Neo Tokyo , cruising down a Miami highway at night in your convertible , or discovering what true love means with your girlfriend Jennifer , this channel has got you covered.","The 80's Never Died, They Just Became Bigger",https://www.metafilter.com/174944/The-80s-Never-Died-They-Just-Became-Bigger
26 favorites (11 in the past 24 hours),"Need 8 minutes to calm down? Watch a short, quiet, idyllic video of Li Zikai building a cat-shaped brick-and-clay oven from scratch. (slfb video)","Quietly, by hand",https://www.metafilter.com/174956/Quietly-by-hand
24 favorites (11 in the past 24 hours),"A branch of the ALA has removed Laura Ingalls Wilder's name from an award for children's literature. Laura Ingalls Wilder was (and is) beloved for her landmark Little House on the Prairie series, but her books have rightfully been decried for their racism against Native Americans, among other things. The ALA has reassured their constituency that this is not intended as censorship or meant to suppress discussion of these works. Conservatives are, predictably, outraged.",Rethinking the legacy of Laura Ingalls Wilder,https://www.metafilter.com/174959/Rethinking-the-legacy-of-Laura-Ingalls-Wilder
10 favorites,"In planetary defense news, a new National Near Earth Object Preparedness Plan has been released in the United States.",New National Near Earth Object Preparedness Plan Released in the US,https://www.metafilter.com/174965/New-National-Near-Earth-Object-Preparedness-Plan-Released-in-the-US
10 favorites,,SOS as the Titanic Is Dying,https://www.metafilter.com/174983/SOS-as-the-Titanic-Is-Dying
23 favorites (9 in the past 24 hours),,On chicken tenders,https://www.metafilter.com/174955/On-chicken-tenders
20 favorites (9 in the past 24 hours),Lethal Weapon is a cop show about the literally explosive fallout of men excusing themselves from the work of being emotionally productive in the shadow of their survival. It’s exactly the kind of story men,Getting men off ledges,https://www.metafilter.com/174961/Getting-men-off-ledges
9 favorites,"Ten years after retiring, Cubs clubhouse manager Yosh Kawano died Monday [EU unfriendly] , age 98. He worked at Wrigley Field for nearly 65 years, witnessed 37 managers and his continued employment was infamously guaranteed when the Wrigley family sold the Cubs in the 1980s.",No other employee was named in the contract.,https://www.metafilter.com/174963/No-other-employee-was-named-in-the-contract
52 favorites (7 in the past 24 hours),NPR Music's 35 Favorite Songs Of 2018 (So Far),NPR Music's 35 Favorite Songs Of 2018 (So Far),https://www.metafilter.com/174946/NPR-Musics-35-Favorite-Songs-Of-2018-So-Far
7 favorites,,Dungeons and Dollars,https://www.metafilter.com/174972/Dungeons-and-Dollars
