favourites,summary,title,url
106 favorites (48 in the past 24 hours),"More than white, wheat and rye, there's a glorious world of breads, and for your enjoyment, here's an alphabet of international bread recipes: Aish Merahrah / Bammy / Česnica / Dosa / Eggette / Flatbrød / Green onion pancake / Himbasha / Injera / Johnnycake / Khanom bueang / Lahoh / Mollete / Naan / Obwarzanek krakowski / Potbrood / Qistibi / Rugbrød / Soda bread / Taftan / Unleavened bread / Vienna bread / Watermelon toast / [nothing for X] / Yufka / Zopf . To take away some of the mystery from these links, there are more descriptions (and more recipes, and MORE BREADS) below the break.",Alphabet of international bread recipes (around the world a few times),https://www.metafilter.com/175296/Alphabet-of-international-bread-recipes-around-the-world-a-few-times
31 favorites,Justice Department reopens Emmett Till's murder case,.,https://www.metafilter.com/175304/Reopening-the-Emmett-Till-case
27 favorites,"Mixed-race , queer artist Mojo Juju’s",Native Tongue,https://www.metafilter.com/175308/Native-Tongue
25 favorites,,Hunting the Hidden Oceans,https://www.metafilter.com/175305/Hunting-the-Hidden-Oceans
42 favorites (19 in the past 24 hours),"The Tapestry of the Search for Terrestrial Intelligence : MetaFilter's own moonmilk took a copy of a copy of the audio data on Voyager's Golden Record , and turned it into a 40-meter-long tapestry of human images-as-sound. Watch it all scroll by",The Tapestry of the Search for Terrestrial Intelligence,https://www.metafilter.com/175300/The-Tapestry-of-the-Search-for-Terrestrial-Intelligence
19 favorites,"Together, his aptitude and his tastes combine into something one of his editors called “crassmanship”. “When it comes to headlines, as well as the play of stories, Rupert sheds with ease, if not relief, his Oxford prejudices, intellectual pretensions and the mannerisms of his wealth.” The proprietor’s talent is “uniquely geared to attract the lowest common denominator of reader.”",The endless reign of Rupert Murdoch,https://www.metafilter.com/175303/The-endless-reign-of-Rupert-Murdoch
30 favorites (18 in the past 24 hours),"Scott Thompson on CODCO, the Hidden Gem of Newfoundland : ""One of the first monologues Scott Thompson performed for Kids in the Hall centered on his Canadian identity. 'Americans know as much about Canada as straight people do about gays,' he purred to camera as his foppish alter ego Buddy Cole. So it’s no surprise that one of Thompson’s favorite sketch troupes of all time, CODCO, also reveled in their regional identity.""",Pleasant priests in conversation,https://www.metafilter.com/175301/Pleasant-priests-in-conversation
18 favorites,,"Cosmic Rays, Man",https://www.metafilter.com/175302/Cosmic-Rays-Man
35 favorites (16 in the past 24 hours),,"I want to play my NES, but I don't have any software",https://www.metafilter.com/175294/I-want-to-play-my-NES-but-I-dont-have-any-software
33 favorites (16 in the past 24 hours),,"""If he's so damn ineffable, why doesn't he write his own biography?""",https://www.metafilter.com/175297/If-hes-so-damn-ineffable-why-doesnt-he-write-his-own-biography
15 favorites,"In 2005, Metzinger put on a virtual-reality head-mounted display. Inside, he saw his own body, facing away from him, standing in a room. He watched as Lenggenhager stroked its back. Metzinger could feel the stroking, but the body to which it was happening seemed to be situated in front of him. He felt a strange sensation, as though he were drifting in space, or being stretched between the two bodies. He wanted to jump entirely into the body before him, but couldn’t. He seemed marooned outside of himself. It wasn’t quite an out-of-body experience, but it was proof that, using computer technology, the self-model could easily be manipulated. A new area of research had been created: virtual embodiment.
[slnewyorker] [via radiolab",Are We Already Living in Virtual Reality?,https://www.metafilter.com/175311/Are-We-Already-Living-in-Virtual-Reality
14 favorites,Indigestion,Indigestion,https://www.metafilter.com/175306/Indigestion
13 favorites,Fortnite is the most important video game on the planet. Fortnite is successful like no other game before it for a few reasons. This is interesting even to non-gamers. The NYMag article explains the technical and social reasons for the game's popularity.,Fortnite's Formula for Success,https://www.metafilter.com/175317/Fortnites-Formula-for-Success
32 favorites (12 in the past 24 hours),"Most of us have shuddered on hearing the sound of our own voice. In fact, not liking the sound of your own voice is so common that there’s a term for it: voice confrontation.",Did you know that the human voice is the only pure instrument?,https://www.metafilter.com/175292/Did-you-know-that-the-human-voice-is-the-only-pure-instrument
12 favorites,"This week marks the 30th anniversary of Die Hard , arguably the greatest action movie of all time. To celebrate, /Film is exploring the film from every angle with a series of articles.","Come Out To The Coast! We’ll Get Together, Have A Few Laughs",https://www.metafilter.com/175310/Come-Out-To-The-Coast-Well-Get-Together-Have-A-Few-Laughs
11 favorites,"New York City is not a city of dark, dangerous, moody alleys, but that has not stopped Hollywood from portraying it as such.",This Is The Most Filmed In Alley In NYC,https://www.metafilter.com/175312/This-Is-The-Most-Filmed-In-Alley-In-NYC
11 favorites,"It's summer in the northern hemisphere, which means archaeologists are sharpening their trowels as they embark on fieldwork projects. Here's a few dig diaries to follow along: 

The Ness of Brodgar is the site of a stunning complex of Neolithic buildings in the West Mainland of Orkney. Newgrange Farm excavations are investigating a substantial feature discovered through geophysical investigation in 2015. It's the first excavation to take place at the site for 30 years. Bamburgh Research Project",Dig Diaries,https://www.metafilter.com/175318/Dig-Diaries
