favourites,summary,title,url
144 favorites (81 in the past 24 hours),"A day after the 242nd anniversary of the Declaration of Independence , the former American colonies of the British Empire now see its executive branch headed by a figure reminiscent of the king they overthrew .  And the British aren't looking forward to his approaching visit , either.",His direct object is the establishment of an absolute Tyranny,https://www.metafilter.com/175148/His-direct-object-is-the-establishment-of-an-absolute-Tyranny
62 favorites (31 in the past 24 hours),,Would you rather be told to smile or to calm down?,https://www.metafilter.com/175147/Would-you-rather-be-told-to-smile-or-to-calm-down
31 favorites,"Apollo 15 astronaut David Scott showed that a hammer and feather fell at the same rate on the Moon , a modern update to an experiment that Galileo probably didn't actually perform. But if E/c^2 = m, does gravitational binding energy also fall in a gravitational field in the same way as regular mass? Replace the feather with a white dwarf, the hammer with a neutron star, the Moon with another white dwarf, and let's find out ! (Cute 3:50 video.)",The universality of free fall,https://www.metafilter.com/175152/The-universality-of-free-fall
30 favorites,""" The Testimony of Dragon's Teeth "" ( Uncanny , March/April 2018) is a brief new addition to Sarah Monette's bookish, M.R. James -ian or Carnacki / John Silence -like series of occult investigation short stories, "" The Necromantic Mysteries of Kyle Murchison Booth ,"" several others of which are online: "" Wait for Me ,"" "" The Replacement ,"" "" White Charles ,"" "" The Yellow Dressing Gown ,"" and "" To Die For Moonlight ."" Monette is perhaps more well-known for writing The Goblin Emperor as Katherine Addison , under which name she has also co-written with Elizabeth Bear an upcoming historical mystery (relevant to her research specialty ) that has sometimes","""We are chaos. We are the teeth of dragons, shed like seeds.""",https://www.metafilter.com/175160/We-are-chaos-We-are-the-teeth-of-dragons-shed-like-seeds
29 favorites,,Black Outsider Art,https://www.metafilter.com/175163/Black-Outsider-Art
28 favorites,"With the ""Chuck Tingle Humbles Our Bundle"" book bundle you can get a finely curated collection of e-book erotic ""tinglers"", while also supporting the It Gets Better project .",Pounded in the butt by my anxiety over making a clever post title,https://www.metafilter.com/175154/Pounded-in-the-butt-by-my-anxiety-over-making-a-clever-post-title
24 favorites,"All right, friends, gather round (or maybe mute me for the next hour or so), because it's just me and a bottle of local rum for this 4th of July afternoon and I'm waiting until later this evening to watch Captain America for the 97th time, so I'mma give you all a DRUNK HISTORY. In which @lasrina discusses the American Revolution, Fort Macon, Sergeant William Henry Alexander, Josiah Pender, and ""how a 50-year-old dude with no backup and no firepower can use bureaucracy to be a hero.""","""Okay, but I'm gonna need you to write me a receipt.""",https://www.metafilter.com/175159/Okay-but-Im-gonna-need-you-to-write-me-a-receipt
23 favorites,The Guardian takes a look at the burgeoning sex trafficking industry abusing incarcerated women in the US.,The Trap: Modern-day slavery,https://www.metafilter.com/175153/The-Trap-Modern-day-slavery
28 favorites (21 in the past 24 hours),,Westworld Timeline Explained,https://www.metafilter.com/175150/Westworld-Timeline-Explained
20 favorites,"Parallel Worlds, Parallel Lives: A BBC documentary about the man who first proposed the multiverse hypothesis academically and his rock star son. The many worlds concept in quantum physics permeates modern popular culture (also metafilter ). While it had been considered in science fiction (notably, by Jorge Luis Borges , who many believe influenced the theory), it was first formally proposed by Hugh Everett","Baby genius, look how you've grown. Where do you go from here?",https://www.metafilter.com/175155/Baby-genius-look-how-youve-grown-Where-do-you-go-from-here
20 favorites,"MeFi favorite Sailor J, aka the most hilarious makeup vlogger ever, has signed for a recurring role on AMC's NOS4A2. The hilarious makeup vlogger Sailor J",Sailor J works her witchcraft...  On TV.,https://www.metafilter.com/175164/Sailor-J-works-her-witchcraft-On-TV
19 favorites,THIS IS IRAQ by I-NZ. Reconceptualization of Childish Gambino's This is America .,THIS IS IRAQ,https://www.metafilter.com/175156/THIS-IS-IRAQ
19 favorites,Chris McGreal in The Guardian blames Amazon for Seattle's endemic homelessness problem ( Is Bezos holding Seattle hostage? ); Dae Shik Kim Hawkins in The Atlantic ( An App for Ejecting the Homeless ) examines the intersection of the issue with technology via the city's mobile reporting app; Charles Mudede at The Stranger has opinions about the city government's action and lack there of ( The City of Seattle Appears to Dislike The Atlantic Story on Our City's Homeless Crisis and Anti-Homeless App ).,The law forbids the rich as well as the poor to sleep under bridges,https://www.metafilter.com/175162/The-law-forbids-the-rich-as-well-as-the-poor-to-sleep-under-bridges
25 favorites (16 in the past 24 hours),,Symbols of humanity,https://www.metafilter.com/175149/Symbols-of-humanity
15 favorites,,Guo Pei Combines Fashion and Architecture,https://www.metafilter.com/175167/Guo-Pei-Combines-Fashion-and-Architecture
14 favorites,,In Silicon Valley...,https://www.metafilter.com/175169/In-Silicon-Valley
12 favorites,"A new company is trying to make literally custom clothes for any body. Right now it's only jeans and T-shirts, but they use different size rivets to scale with the jeans.",Clothing on the dot,https://www.metafilter.com/175161/Clothing-on-the-dot
11 favorites,,"But the topic here was wolves, and that weaponized everything.",https://www.metafilter.com/175157/But-the-topic-here-was-wolves-and-that-weaponized-everything
11 favorites,Travel writer Helen Moat makes a stop on her bike ride through Denmark in order to learn about the sønderjysk kaffebord,A traditional kaffebord features 14 cakes,https://www.metafilter.com/175165/A-traditional-kaffebord-features-14-cakes
24 favorites (10 in the past 24 hours),"How video games demonize fat people [The Outline] “When I encounter the fat body in a video game, the disappointment that follows is so hot and pure that there is, as a matter of self-care, an urgent need to remove myself from the moment and get on a plane. I refuse to accept that in the world of prestige video games — AAA in industry speak — a body like mine and those of the people I love and admire, can only exist in one of two ways: a cheap laugh or a site of disgust, usually both. [...] In 2018, the AAA video game remains our most persuasive and powerful cultural product. And yet it almost exclusively depicts the fat body, my body, as a noxious threat, a monstrosity, an object of ridicule, something to be dealt with violently.”",“What if the fault lies in the nature of the corporate product itself?”,https://www.metafilter.com/175145/What-if-the-fault-lies-in-the-nature-of-the-corporate-product-itself
