favourites,summary,title,url
172 favorites (143 in the past 24 hours),"In 1999, officials in Vienna, Austria, asked residents of the city's ninth district how often and why they used public transportation. ""Most of the men filled out the questionnaire in less than five minutes,"" says Ursula Bauer, one of the city administrators tasked with carrying out the survey. ""But the women couldn't stop writing."" 
- How to Design a City for Women",Cities of ladies,https://www.metafilter.com/175217/Cities-of-ladies
58 favorites,"The Terrifyingly Prescient ‘Serial Experiments Lain,’ 20 Years Later",in the Wired,https://www.metafilter.com/175227/in-the-Wired
41 favorites,"An interesting week in the UK, with its new-but-old national (England only) anthem [ post ]. After Chequers [ post ], DD ( not this one) quits , replaced by Dominic "" workhouses for the poor "" Raab, with the cabinet in disarray and Boris being Boris . Trump's visit  [ megathread ] means a police redeployment and a large inflatable baby . A civilian dies from Novichok possibly related to the recent poisonings, shops continue to shutter , the heatwave continues [ post ], ancient sites reveal , CrumpetGate [ post ], and water supplies diminish. Led by Waistcoat Gareth and Harry Kane and followed by "" supporters "", the mens footballers are doing well [ fanfare ], seeds are knocked out of Wimbledon , while electoral law integrity struggles to be heard. [Post title via devonian and twitter , and","The season finale of ""Ooh er UK!""",https://www.metafilter.com/175221/The-season-finale-of-Ooh-er-UK
37 favorites,Tom and Lorenzo present a three-part essay series on costume design for heroic female characters.,Redefining the Hero,https://www.metafilter.com/175232/Redefining-the-Hero
35 favorites (34 in the past 24 hours),"Billie is a US razor brand that targets its products at women. Their recently released commercial is unusual , as it shows what their competitors always omit: women shaving – or combing – actual body hair. They have also created an image library",Because womankind is both shaggy and smooth,https://www.metafilter.com/175219/Because-womankind-is-both-shaggy-and-smooth
33 favorites,,Never Mind Form Follows Function,https://www.metafilter.com/175229/Never-Mind-Form-Follows-Function
28 favorites,"As temperature rises in Wales , archaeologists are able to use aerial photography to discover the location of ancient settlements .","It's like a carpet and a chair, only with vegetation and buildings",https://www.metafilter.com/175222/Its-like-a-carpet-and-a-chair-only-with-vegetation-and-buildings
28 favorites,"During an interview about Poland's Supreme Court crisis , historian and political scientist Jerzy Targalski was interrupted by a persistent local authority.",Cat provides levity. Film at 11.,https://www.metafilter.com/175226/Cat-provides-levity-Film-at-11
28 favorites,,The rise of 'pseudo-AI',https://www.metafilter.com/175228/The-rise-of-pseudo-AI
24 favorites,"“I am fluent in very many different forms of English. Yes, I know African American Vernacular English. I also know the English we speak over the phone when talking to an absolute stranger. I know how to speak Customer Service English, where smiling and nodding both count as punctuation marks.
As a matter of fact, in this painful conversation, I am speaking yet another kind of English. It is a coded format where every word and gesture has a hidden meaning or dilutes the substance of my thoughts to make it taste sweeter to you.",A Lesson in Code Switching,https://www.metafilter.com/175239/A-Lesson-in-Code-Switching
