favourites,summary,title,url
83 favorites,,"No one ever regretted taking care of the person they loved, at any price",https://www.metafilter.com/174822/No-one-ever-regretted-taking-care-of-the-person-they-loved-at-any-price
46 favorites,"From cartoonist Gale Galligan comes Jon ,  a Garfield fancomic considering the life of Jon Arbuckle, cartoonist. Part 1",With Minimal Lasagna,https://www.metafilter.com/174836/With-Minimal-Lasagna
28 favorites,,Believe the Hype,https://www.metafilter.com/174833/Believe-the-Hype
27 favorites,"Give Everyone Government Bank Accounts - ""A new report co-authored by two Treasury Department veterans, ' Central Banking for All: A Public Option for Bank Accounts ', argues that Americans should have an account at the Federal Reserve, just as banks do. They believe this would solve a vast array of problems at once, ensuring that everyone is included in the financial system, driving down retail costs for businesses and consumers, and even making recessions less likely.""",FedAccount,https://www.metafilter.com/174835/FedAccount
25 favorites,"This is Kellar. He is a three-year-old English Springer, and he was born completely blind. And this is Kellar playing fetch.","""The process took about a week for the basic commands."" 🐶 🎾",https://www.metafilter.com/174827/The-process-took-about-a-week-for-the-basic-commands--
32 favorites (22 in the past 24 hours),,We have to articulate ourselves. Otherwise we would be cows in the field,https://www.metafilter.com/174818/We-have-to-articulate-ourselves-Otherwise-we-would-be-cows-in-the-field
22 favorites,,After the flood,https://www.metafilter.com/174823/After-the-flood
21 favorites,The Gorilla Foundation has announced the passing of Koko.,"Bad, Sad, Frown, Cry, Frown",https://www.metafilter.com/174830/Bad-Sad-Frown-Cry-Frown
20 favorites,"Why are game companies so afraid of the politics in their games? [Polygon] “Game publishers are lathering their productions with the stark imagery of modern political divisions, while at the same time denying any topical intent. Their strategy, according to industry sources ranging from developers to publicists, is to profit from emotive societal divisions, while ducking difficult conversations about what their works might signify. Their games garner publicity and a sense of cultural relevance, but the companies avoid the challenge and expense of controversy. In the words of one senior game industry publicist I spoke to, under conditions of anonymity: “It’s bullshit. They want to have their cake and eat it too.” In the past few years, we’ve seen repeated examples of the quasi-political AAA game. ”",“easier to take the line that the work is open to many interpretations”,https://www.metafilter.com/174820/easier-to-take-the-line-that-the-work-is-open-to-many-interpretations
58 favorites (18 in the past 24 hours),,Marc Daniels joins in on his daughter's dance,https://www.metafilter.com/174809/Marc-Daniels-joins-in-on-his-daughters-dance
23 favorites (18 in the past 24 hours),This French Bulldog Is A Foster Dad To ASPCA Kittens,A VERY GOOD BOY,https://www.metafilter.com/174816/A-VERY-GOOD-BOY
17 favorites,,Don't accessorize with horned helmets,https://www.metafilter.com/174819/Dont-accessorize-with-horned-helmets
82 favorites (16 in the past 24 hours),Thrillist,We've almost certainly left off your personal favorite.,https://www.metafilter.com/174804/Weve-almost-certainly-left-off-your-personal-favorite
16 favorites,"How we speak can reveal where we are from: not just our accent, but the language we use. Words and phrases particular to a city, region, or country are a distinctive part of English, and we at the OED are asking you to help us identify and record them. The Oxford English Dictionary ( previously ) has put out an appeal to help find and define regionally distinctive English words around the world. The official hashtag ( added June 2014 ) is #WordsWhereYouAre .",'Zamzawed' – food that has been spoiled by overcooking,https://www.metafilter.com/174834/Zamzawed-food-that-has-been-spoiled-by-overcooking
15 favorites,"Short fiction and poetry by Déwé Gorodé and political writings by Jean-Marie Tjibaou offer intimate views of New Caledonia unavailable in a political history . Memoirs and biographies convey the stories of a man from the Solomon Islands and a Japanese woman who married an Australian soldier in the years following WWII, plus women's narratives of war and peace on Bougainville and numerous aspects of the Indo-Fijian experience . These are just a few intriguing books digitized as PDFs",Pacific Studies PDFs,https://www.metafilter.com/174824/Pacific-Studies-PDFs
14 favorites,"""There is nothing stronger than a broken woman who has rebuilt herself,"" Australian comic Hannah Gadsby says in her new Netflix special. Hannah Gadsby’s Nanette Will Change The Way You Think About Comedy , says Anna Silman in The Cut, which has MANY SPOILERS. (CW for sexual abuse, rape, assault in Netflix special.) ""...Perhaps the power of her performance will open the door for a richer and more humane kind of stand-up – one that sets an example for future young women deciding how they want to tell their stories to the world.""","Hannah Gadsby ""Breaks"" Comedy",https://www.metafilter.com/174837/Hannah-Gadsby-Breaks-Comedy
13 favorites,2018 Nature Conservancy Photo Contest Winners.,Gorgeous Photos: On Land and Under Water,https://www.metafilter.com/174828/Gorgeous-Photos-On-Land-and-Under-Water
70 favorites (12 in the past 24 hours),"On June 19th, 1865, Major General Gordon Granger of the United States Army arrived in Galveston, Texas . One of the orders he issued was GENERAL ORDER #3 : The people are informed that in accordance with a Proclamation from the Executive of the United States, all slaves are free. This involves an absolute equality of personal rights and rights of property, between former masters and slaves, and the connection heretofore existing between them, become that between employer and hired labor. What Is Juneteenth? , Henry Louis Gates, Jr. When Maj. Gen. Gordon Granger issued the above order, he had no idea that, in establishing the Union Army’s authority over the people of Texas, he was also establishing the basis for a holiday, “Juneteenth” (“June” plus “nineteenth”), today the most popular annual celebration of emancipation from slavery in the United States. After all, by the time Granger assumed command of the Department of Texas, the Confederate capital in Richmond had fallen; the “Executive” to whom he referred, President Lincoln, was dead; and the 13th Amendment abolishing slavery was well on its way to ratification.

But Granger wasn’t just a few months late. The Emancipation Proclamation itself, ending slavery in the Confederacy (at least on paper), had taken effect two-and-a-half years before, and in the interim, close to 200,000 black men had enlisted in the fight. So, formalities aside, wasn’t it all over, literally, but the shouting?",Juneteenth,https://www.metafilter.com/174810/Juneteenth
27 favorites (12 in the past 24 hours),,First Impressions,https://www.metafilter.com/174815/First-Impressions
12 favorites,,"""Who the hell is sending those emails!?""",https://www.metafilter.com/174826/Who-the-hell-is-sending-those-emails
