favourites,summary,title,url
58 favorites,"More than white, wheat and rye, there's a glorious world of breads, and for your enjoyment, here's an alphabet of international bread recipes: Aish Merahrah / Bammy / Česnica / Dosa / Eggette / Flatbrød / Green onion pancake / Himbasha / Injera / Johnnycake / Khanom bueang / Lahoh / Mollete / Naan / Obwarzanek krakowski / Potbrood / Qistibi / Rugbrød / Soda bread / Taftan / Unleavened bread / Vienna bread / Watermelon toast / [nothing for X] / Yufka / Zopf . To take away some of the mystery from these links, there are more descriptions (and more recipes, and MORE BREADS) below the break.",Alphabet of international bread recipes (around the world a few times),https://www.metafilter.com/175296/Alphabet-of-international-bread-recipes-around-the-world-a-few-times
31 favorites,"It's sad when a five-year-old dies of cancer, but this is the most fun funeral and obituary you have ever heard of. Garrett Michael Matthias died at age 5 after a nine month battle with cancer, but he's going to have the best funeral ever.","""See ya later, suckas! — The Great Garrett Underpants""",https://www.metafilter.com/175285/See-ya-later-suckas-The-Great-Garrett-Underpants
34 favorites (29 in the past 24 hours),"Urban planner Geoff Boeing has calculated some lovely polar histograms of the orientations of American city streets , and further of various cities around the world , along with explanations of the context and methods.","City planning history, in histograms",https://www.metafilter.com/175279/City-planning-history-in-histograms
48 favorites (27 in the past 24 hours),"Inside the Guild Wars 2 meeting that’s shaken gaming [Polygon] “Jessica Price, who was fired by ArenaNet last week for arguing with fans of the company’s Guild Wars 2 MMO, said she feels betrayed by how the company “folded like a cheap card table” when confronted by toxic fandom. In an interview with Polygon, she talked about the meeting in which she was fired, and castigated ArenaNet managers for their “highly unprofessional” reaction to a social media controversy.”","‘No. Not here. Not in my space,’” she said.",https://www.metafilter.com/175278/No-Not-here-Not-in-my-space-she-said
23 favorites,"Papa John has fallen. John Schnatter, aka Papa John, aka Great AllFather John, aka Pepperoni Paterfamilias, has been brought low by a racial slur and graphic descriptions of violence against minorities during a conference call. In his resignation he has sloppily slid away from his pizza empire, like cheese from an ill-baked slice, leaving only the failure-doused crust of what had once been.

Schnatter and his corporation have had a long and storied history of pointless antagonism , horrific racism , consistently terrible politics , and not paying delivery drivers minimum wage .",papajohnendammerung,https://www.metafilter.com/175284/papajohnendammerung
23 favorites,"The Tapestry of the Search for Terrestrial Intelligence : MetaFilter's own moonmilk took a copy of a copy of the audio data on Voyager's Golden Record , and turned it into a 40-meter-long tapestry of human images-as-sound. Watch it all scroll by",The Tapestry of the Search for Terrestrial Intelligence,https://www.metafilter.com/175300/The-Tapestry-of-the-Search-for-Terrestrial-Intelligence
22 favorites,,"10,000?! We could buy Photoshop for less than that!",https://www.metafilter.com/175281/10000-We-could-buy-Photoshop-for-less-than-that
21 favorites,,When Your Muse is Also a Demonic Dominatrix,https://www.metafilter.com/175282/When-Your-Muse-is-Also-a-Demonic-Dominatrix
21 favorites,"Most of us have shuddered on hearing the sound of our own voice. In fact, not liking the sound of your own voice is so common that there’s a term for it: voice confrontation.",Did you know that the human voice is the only pure instrument?,https://www.metafilter.com/175292/Did-you-know-that-the-human-voice-is-the-only-pure-instrument
20 favorites,Pioneering Animation Soundtracks From Poland,Sound Effects On The Kids,https://www.metafilter.com/175286/Sound-Effects-On-The-Kids
