favourites,summary,title,url
41 favorites,Joanna Scutts asks: What gets lost when it's only the rebel girls who get lionized?,Well-behaved women make history too,https://www.metafilter.com/175014/Well-behaved-women-make-history-too
30 favorites,"Here's a surprising extreme heat risk for 1 in 6 Americans Psychiatric medications can interfere with the body's ability to regulate temperature, and most patients don't know, experts say.",Extreme heat can be dangerous for people taking psychiatric medication,https://www.metafilter.com/175020/Extreme-heat-can-be-dangerous-for-people-taking-psychiatric-medication
29 favorites,"Unintended consequences: Inside the fallout of America’s crackdown on opioids. Chronic pain patients, such as Stewart, are driving extraordinary distances to find or continue seeing doctors. They are flying across the country to fill prescriptions. Some have turned to unregulated alternatives such as kratom, which the Drug Enforcement Administration warns could cause dependence and psychotic symptoms. And yet others are threatening suicide on social media, and have even followed through, as doctors taper pain medication in a massive undertaking that Stefan Kertesz, a professor at the University of Alabama at Birmingham who studies addiction and opioids, described as “having no precedent in the history of medicine.”",Chronic pain patients driven to despair,https://www.metafilter.com/175021/Chronic-pain-patients-driven-to-despair
27 favorites,,One Man's Mission to Bring Better Ramen to the Incarcerated,https://www.metafilter.com/175025/One-Mans-Mission-to-Bring-Better-Ramen-to-the-Incarcerated
55 favorites (23 in the past 24 hours),,After the fall,https://www.metafilter.com/175012/After-the-fall
23 favorites,"“It’s an unsettled identity, and you can fall out of it, you can barely get into it, you certainly can’t rise above it very easily. Guy Standing coined the term precariat in 2011 to describe the proletariat, which is a Marxist way of understanding the working class, crossed with precariousness. And people get that. Every time they ride an Uber or they have a gig economy Task Rabbit person come to their house they’re like, OK, that’s the precariat. But I was seeing the same thing among paralegals or those who have law degrees but were still doing temporary work.” Reimagining the Middle Class","Going, going, gone",https://www.metafilter.com/175026/Going-going-gone
23 favorites,,"A family, not a pregnant man",https://www.metafilter.com/175027/A-family-not-a-pregnant-man
22 favorites,,"26,461 Attempts Later",https://www.metafilter.com/175029/26461-Attempts-Later
20 favorites,They Played Dominoes Outside Their Apartment For Decades. Then The White People Moved In And Police Started Showing Up.,gentrification complaints,https://www.metafilter.com/175028/gentrification-complaints
16 favorites,"Playing Beethoven in the #BlackLivesMatter era — Johann Baptist Vanhal’s Concerto in D Major is a standard of the string repertoire. A Czech composer and musician who performed with Joseph Haydn, Carl Ditters von Dittersdorf, and Wolfgang Amadeus Mozart, Vanhal most likely wrote the bright and shimmery concerto for double bass in the 1760s, around the same time that he was saving money to purchase his freedom from a Bohemian count. [CW: this is America]",Singing Against the Grain,https://www.metafilter.com/175036/Singing-Against-the-Grain
36 favorites (15 in the past 24 hours),"Since 2011, Butches and Babies (not to be confused with baby butches) has been compiling photos . It’s not at all easy to march through the world shattering gender norms at every turn. So when a butch holds a small child, relatively unaffected by gender (in a cognitive/behavioral sense), it is a simultaneous exchange of healing and freedom. Maybe I think about this too much, but that’s what I see. Every single time. I see hope and a new world.",bring them together,https://www.metafilter.com/175011/bring-them-together
14 favorites,"For more than a century Massachusetts has required drivers to have state-issued licenses before getting behind the wheel, and for much of that time it has asked recipients to declare their gender as either male or female, M or F. Now, at the urging of a teenager from the MetroWest region, the state is considering giving motorists a third option: X.",A Push for Gender 'X',https://www.metafilter.com/175032/A-Push-for-Gender-X
45 favorites (12 in the past 24 hours),"Harlan Ellison , one of the greatest ever speculative fiction writers, died today at the age of 84 .",Possibly the most contentious person on Earth,https://www.metafilter.com/175010/Possibly-the-most-contentious-person-on-Earth
12 favorites,,Exposing the Secret Office 365 Forensics Tool,https://www.metafilter.com/175022/Exposing-the-Secret-Office-365-Forensics-Tool
12 favorites,,Beyond Brutalism,https://www.metafilter.com/175035/Beyond-Brutalism
12 favorites,"Security footage of a couple attempting to escape arrest at a Canadian convenience store , which deserves some sort of award for editing. Watch to the end.",A masterpiece of silent cinema,https://www.metafilter.com/175037/A-masterpiece-of-silent-cinema
12 favorites,,"Instead of ‘finding your passion,’ try developing it",https://www.metafilter.com/175038/Instead-of-finding-your-passion-try-developing-it
10 favorites,"As hosepipe bans and water supply issues occur, moist and instagramed Brits bare skin while shopping, slip into  thongs , and turn to radishes and licking Earl Grey tea ice lollies. As moors catch fire and roads and buildings "" melt "" the heatwave stretches onwards . Tube travel is now in "" sweaty stranger armpit "" mode, while usually delightfully enjoyable British train journeys are delayed and commuters stare at screens.  With temperatures topping 30C in all four nations and old people reminiscing about the summer of 1976 , the heat is also affecting nearby countries. The usual advice - shade, work breaks , sunscreen, hydration , avoid jumping into quarry lakes and look after your pets and don't leave them in vehicles - prevails. The forecast: more of the same for days ahead",Scorchio! British summer of 2018 edition,https://www.metafilter.com/175019/Scorchio-British-summer-of-2018-edition
128 favorites (9 in the past 24 hours),"Amsterdam drained a canal and put everything they found online, piece by piece, chronologically, and you can see it all, from guns to",Under Amsterdam,https://www.metafilter.com/174989/Under-Amsterdam
15 favorites (7 in the past 24 hours),"Final Deployment 4: Queen Battle Walkthrough [Autoplay Video] “Tips and tricks on how to beat the alien queen boss battle in Final Deployment 4 (Multi-platform) as well as the ""Homecoming"" DLC.”","'Hello, Fellow Gamers'",https://www.metafilter.com/175008/Hello-Fellow-Gamers
