favourites,summary,title,url
46 favorites,"The Peculiar Math That Could Underlie the Laws of Nature - ""As numbers go, the familiar real numbers — those found on the number line, like 1, π and -83.777 — just get things started. Real numbers can be paired up in a particular way to form 'complex numbers', first studied in 16th-century Italy , that behave like coordinates on a 2-D plane. Adding, subtracting, multiplying and dividing is like translating and rotating positions around the plane. Complex numbers, suitably paired, form 4-D 'quaternions', discovered in 1843 by the Irish mathematician William Rowan Hamilton, who on the spot ecstatically chiseled the formula into Dublin's Broome Bridge. John Graves, a lawyer friend of Hamilton's, subsequently showed that pairs of quaternions make octonions : numbers that define coordinates in an abstract 8-D space ."" ( via )",The Octonions (Real Numbers Are Trivial),https://www.metafilter.com/175498/The-Octonions-Real-Numbers-Are-Trivial
21 favorites,“The Dragon Tamers” A short story by Edith Nesbit,The Book of Dragons,https://www.metafilter.com/175502/The-Book-of-Dragons
96 favorites (20 in the past 24 hours),"""I think you’re racist. I think I am, too."" (full talk) Dr. Robin DiAngelo coined the term ""white fragility"" to describe ""a state in which even a minimum amount of racial stress becomes intolerable."" She has just published a book on the subject and in this talk for the KUOW Speakers Forum she has particularly pointed words for the fragility of white progressives.",White Fragility,https://www.metafilter.com/175478/White-Fragility
18 favorites,"Caper in the Castro was probably the first LGBTQ computer game . The player takes on the “the role of a lesbian private detective,  Tracker McDyke, in search of a kidnapped drag queen, Tessy LaFemme.” The adventure mystery game was designed for Apple’s HyperCard, by C. M. Ralph",“It’s not just a game… it’s a Gayme!”,https://www.metafilter.com/175495/Its-not-just-a-game-its-a-Gayme
16 favorites,"A Tiny Village in Vermont Was the Perfect Spot to Hide Aleksandr Solzhenitsyn :  ""Aleksandr Solzhenitsyn didn’t actually write about Vermont. But the Russian author spent almost the entirety of his 20 years in exile here, in the tiny village of Cavendish, before returning to Russia in 1994.""","“No Restrooms, No Bare Feet, No Directions to the Solzhenitsyn Home.”",https://www.metafilter.com/175501/No-Restrooms-No-Bare-Feet-No-Directions-to-the-Solzhenitsyn-Home
16 favorites,"It's always a really fun surprise. More on the costume by the creator, illustrator H. Esdaile",D&D Kenku cosplay,https://www.metafilter.com/175503/DandD-Kenku-cosplay
46 favorites (15 in the past 24 hours),"An in depth breakdown of the multi-track master tape of Yes's Roundabout , one of the most complex, adventurous, innovative, progressive records to ever get played (almost) to death on classic rock radio. Thank you, Rick Beato , all purpose everything music guy ( previously ).",What makes Yes's Roundabout so f***ing great?,https://www.metafilter.com/175476/What-makes-Yess-Roundabout-so-fing-great
14 favorites,Via Forbes.com,Economics professor suggests Amazon books & Starbucks replace libraries,https://www.metafilter.com/175497/Economics-professor-suggests-Amazon-books-and-Starbucks-replace-libraries
38 favorites (13 in the past 24 hours),"""The Good Place"" season 2 gag reel has been released.",Very medium. Just straight-up meh.,https://www.metafilter.com/175484/Very-medium-Just-straight-up-meh
14 favorites (13 in the past 24 hours),"Sheldon County: A Nothing Place [Soundcloud] [Episode 1] “ James Ryan , a Ph.D. student at the University of California, Santa Cruz, uses code to tell stories. Sheldon County is his current project (a proof-of-concept released to Soundcloud earlier this year can be listened to here.) Named in honour of Sheldon Klein, an early pioneer of expressive artificial intelligence, Sheldon County is an AI-powered podcast capable of generating an infinite number of procedural stories. Sheldon County tells the story of a fictional American town and the people who inhabit it over the course of 150 years. It is the result of two programs that run in parallel: Hennepin, which simulates each day and night in the history of a fictional American county over 150 years, and Sheldon, which in turn sifts through this accumulated history to find the interesting storylines and dramatic nuggets that have actually emerged over the course of the simulation based on narrative patterns authored by Ryan.”",“But these are all tools of expression.”,https://www.metafilter.com/175493/But-these-are-all-tools-of-expression
42 favorites (12 in the past 24 hours),"This is the greatest thing you will see today: a group portrait of Ismat al-Muluk, granddaughter of the King of Persia Nasir al-Din Shah, and her relatives, circa 1900 . This photograph is part of Women's Worlds in Qajar Iran , an archive exploring the lives of women during the Qajar Dynasty (1796-1925) through a wide array of photographs and materials from private family holdings. Other pictures of Ismat al-Muluk include this funny/strange one featuring her dad, her sister and a chair and this tender one, with her husband and a goat . Also: her sister Fakhr al-Taj (seated) with her mom Ismat al-Dawlah (lying) .",Women's Worlds in Qajar Iran,https://www.metafilter.com/175485/Womens-Worlds-in-Qajar-Iran
12 favorites,"- B L U R S T - O F - T I M E S - , - S N R U B - , - P U T - I T - I N - H - , - D I S S I N - Y O U R - F L Y - G I R L -",Dank Simpsons Remixes,https://www.metafilter.com/175496/Dank-Simpsons-Remixes
114 favorites (11 in the past 24 hours),,We ban it immediately,https://www.metafilter.com/175472/We-ban-it-immediately
11 favorites,Do you really need to properly eject a USB drive before yanking it out? Popular Science says probably not. The internet rebuts .,"...give it a few seconds, then yank",https://www.metafilter.com/175500/give-it-a-few-seconds-then-yank
21 favorites (10 in the past 24 hours),,Spaaaaace... laaaaaab...,https://www.metafilter.com/175486/Spaaaaace-laaaaaab
10 favorites,,LBJ orders a pair of pants.,https://www.metafilter.com/175499/LBJ-orders-a-pair-of-pants
38 favorites (9 in the past 24 hours),"Emily Carr (December 13, 1871 – March 2, 1945) was a Canadian artist and writer, documenting life and locations in and around British Columbia before others. She began painting in an era when women didn’t, at an age when most people shouldn’t, traveling to remote locations that few professional adventurers chose to go. Not only did she adopt the painting techniques of modernism, when such ideas were considered dangerous, Carr chronicled the extraordinary art and culture of native peoples, who were invisible to the dominant culture, as described in the documentary Winds of Heaven (documentary trailer).","Emily Carr, a Canadian artist of stunning originality and strength",https://www.metafilter.com/175487/Emily-Carr-a-Canadian-artist-of-stunning-originality-and-strength
14 favorites (9 in the past 24 hours),Bian lian is the ancient and secret Chinese art of ',Face off,https://www.metafilter.com/175492/Face-off
8 favorites,Meet the Subversive Sirens . These 5 women are bringing joy and inclusivity to synchronized swimming. The Subversive Sirens ( Twitter,"This is about generating joy, and embodying joy",https://www.metafilter.com/175504/This-is-about-generating-joy-and-embodying-joy
15 favorites (7 in the past 24 hours),,"Okay guys 🐥 I'm over here, look 🐥 this way, here I 🐥 am, right here 🐥",https://www.metafilter.com/175489/Okay-guys--Im-over-here-look--this-way-here-I--am-right-here-
