favourites,summary,title,url
79 favorites,"You want to know something about how bullshit insane our brains are? OK, so there's a physical problem with our eyes … Twitter user @foone explains how your brain lies about the passage of time in order to mask a shortcoming in human visual processing.",Your eyes are bad and your brain is a liar,https://www.metafilter.com/175129/Your-eyes-are-bad-and-your-brain-is-a-liar
63 favorites,"A day after the 242nd anniversary of the Declaration of Independence , the former American colonies of the British Empire now see its executive branch headed by a figure reminiscent of the king they overthrew .  And the British aren't looking forward to his approaching visit , either.",His direct object is the establishment of an absolute Tyranny,https://www.metafilter.com/175148/His-direct-object-is-the-establishment-of-an-absolute-Tyranny
58 favorites,"If you want to know why women are so angry, it’s because this ritual tends to exclude the injured party. This “talk about how you’re going to do and be better” stuff isn’t actually a great formula for reconciliation. It offers neither retributive nor restorative justice. It privileges public acceptance over making things right with the actual victims, who barely seem to register at all. But it’s pretty effective: In an age of never-ending public relations wars, we’re so starved for any sign of sincere spiritual struggle that we rush to reward self-proclaimed sinners who say they’re trying to make good.",a reckoning can’t begin and end with the self.,https://www.metafilter.com/175130/a-reckoning-cant-begin-and-end-with-the-self
48 favorites,,The itty-bittiest publishing platform on the web.,https://www.metafilter.com/175132/The-itty-bittiest-publishing-platform-on-the-web
35 favorites (31 in the past 24 hours),"Last week, Scottish Labour Member of Parliament Danielle Rowley explained that the reason she was late to a debate in the House of Commons was because she had her period. She noted that it had cost her £25 already that week and that the annual average cost of menstrual products in the UK per person is £500. Rowley then called for action to address the issue of period poverty in the UK. Meanwhile, Member of Scottish Parliament Monica Lennon (Labour) has garnered support at 96% from all 5 parties for her bill proposing Scottish Parliament provide free menstrual supplies to everyone who needs them.",Scottish MP breaks taboo & discusses her period in House of Commons,https://www.metafilter.com/175126/Scottish-MP-breaks-taboo-and-discusses-her-period-in-House-of-Commons
31 favorites,,Would you rather be told to smile or to calm down?,https://www.metafilter.com/175147/Would-you-rather-be-told-to-smile-or-to-calm-down
32 favorites (30 in the past 24 hours),"THINGS I NEED TO FUCKING KNOW: Why every fuckin trans man or nb person I know who binds is like “oh binders are the worst, you can’t breathe in them, I know someone who broke a rib once”. And meanwhile over in historical costuming, we are fucking eating, sleeping, swordfighting, riding horses, and feeling great in smooth-bodiced corsets. What if the secret to making a better binder is to add boning",putting boning in a binder,https://www.metafilter.com/175127/putting-boning-in-a-binder
28 favorites,"""I don’t know what it is about songs that can make you feel the weight of people or their loss or the fact of your own. But they do."" What Is the Most Nostalgic Song of All Time?","The Weight, The Loss, The Songs",https://www.metafilter.com/175136/The-Weight-The-Loss-The-Songs
24 favorites,,Boy Bite With Bowl And Bowser,https://www.metafilter.com/175134/Boy-Bite-With-Bowl-And-Bowser
22 favorites,"""Levon Arakelyan was 44 years old in 1985, when his wife asked him to dig a potato storage pit under their house in the village of Arinj, in Armenia’s Kotayk region. He obliged, but after finishing work on the pit, he just couldn’t stop chiselling, so he kept at it every day, for the next 23 years."" Man Spends 23 Years Carving Sprawling Underground Temple Under His House.",Man Spends 23 Years Carving Sprawling Underground Temple Under His House,https://www.metafilter.com/175137/Man-Spends-23-Years-Carving-Sprawling-Underground-Temple-Under-His-House
22 favorites,,"Careful man, there's a beverage here.",https://www.metafilter.com/175140/Careful-man-theres-a-beverage-here
23 favorites (17 in the past 24 hours),"Hollywood history podcast You must Remember This ( previously ) is back, with a new series fact checking Kenneth Anger's book Hollywood Babylon","Tragedy or comedy,  probably publicity",https://www.metafilter.com/175125/Tragedy-or-comedy-probably-publicity
17 favorites,,Letter to an Unknown Lender,https://www.metafilter.com/175131/Letter-to-an-Unknown-Lender
17 favorites,"potofsoup has posted a Captain America birthday comic each year since 2014 .


This year's features the statue of liberty.",It's the work of the next 20 years. Good thing I'm only 100.,https://www.metafilter.com/175144/Its-the-work-of-the-next-20-years-Good-thing-Im-only-100
15 favorites,"From the notorious to the half-forgotten, Queens of Infamy, a Longreads series by Anne Thériault , focuses on badass world-historical women of centuries past.","Infamy, Infamy, they've all got it in for me!",https://www.metafilter.com/175143/Infamy-Infamy-theyve-all-got-it-in-for-me
30 favorites (14 in the past 24 hours),"The BASIC Engine is an open-source computer the size of a Raspberry Pi, modelled on the home computers of the late 80s/early 90s. It connects to a composite (PAL/NTSC) monitor/television, has connections for a PS/2 keyboard and a PlayStation game controller, contains a BASIC interpreter with a Commodore-style screen editor and an Infocom Z-Code interpreter, and has 256-colour graphics with software sprites, 5-bit digital audio, a SoundFont-based wavetable music synthesiser and 16 GPIO pins. You can't actually buy it, but for about €10 and passable soldering skills, you can build your own.",62984 bytes free,https://www.metafilter.com/175123/62984-bytes-free
14 favorites,"Dan Fowlks and his wife went out on a date and afterwards, while she took the babysitter home,",No she doesn't fall off the bed,https://www.metafilter.com/175135/No-she-doesnt-fall-off-the-bed
14 favorites,"How medieval artists used monsters as propaganda When someone does something that so viciously lacks in humanity, we call them a monster. Through action or belief, they have removed themselves from human decency, and become something grotesque. But society can also turn people into monsters through the way they’re depicted and treated.",Medieval Monsters as Propaganda,https://www.metafilter.com/175139/Medieval-Monsters-as-Propaganda
14 favorites,"How video games demonize fat people [The Outline] “When I encounter the fat body in a video game, the disappointment that follows is so hot and pure that there is, as a matter of self-care, an urgent need to remove myself from the moment and get on a plane. I refuse to accept that in the world of prestige video games — AAA in industry speak — a body like mine and those of the people I love and admire, can only exist in one of two ways: a cheap laugh or a site of disgust, usually both. [...] In 2018, the AAA video game remains our most persuasive and powerful cultural product. And yet it almost exclusively depicts the fat body, my body, as a noxious threat, a monstrosity, an object of ridicule, something to be dealt with violently.”",“What if the fault lies in the nature of the corporate product itself?”,https://www.metafilter.com/175145/What-if-the-fault-lies-in-the-nature-of-the-corporate-product-itself
