favourites,summary,title,url
90 favorites (66 in the past 24 hours),,"No one ever regretted taking care of the person they loved, at any price",https://www.metafilter.com/174822/No-one-ever-regretted-taking-care-of-the-person-they-loved-at-any-price
64 favorites,"From cartoonist Gale Galligan comes Jon ,  a Garfield fancomic considering the life of Jon Arbuckle, cartoonist. Part 1",With Minimal Lasagna,https://www.metafilter.com/174836/With-Minimal-Lasagna
38 favorites,"Give Everyone Government Bank Accounts - ""A new report co-authored by two Treasury Department veterans, ' Central Banking for All: A Public Option for Bank Accounts ', argues that Americans should have an account at the Federal Reserve, just as banks do. They believe this would solve a vast array of problems at once, ensuring that everyone is included in the financial system, driving down retail costs for businesses and consumers, and even making recessions less likely.""",FedAccount,https://www.metafilter.com/174835/FedAccount
35 favorites,,Believe the Hype,https://www.metafilter.com/174833/Believe-the-Hype
27 favorites,The Gorilla Foundation has announced the passing of Koko.,"Bad, Sad, Frown, Cry, Frown",https://www.metafilter.com/174830/Bad-Sad-Frown-Cry-Frown
26 favorites,"This is Kellar. He is a three-year-old English Springer, and he was born completely blind. And this is Kellar playing fetch.","""The process took about a week for the basic commands."" 🐶 🎾",https://www.metafilter.com/174827/The-process-took-about-a-week-for-the-basic-commands--
26 favorites,"Good evening.  This ... is HNN, the Hopeful News Network.  Our top story tonight: President Carter helps his birthplace get a doctor .  Stories later in our program: McDonald's UK is banning plastic straws , South Bend's mayor marries his love during Pride Month , Lyft partners with the American Cancer Society for free rides , South Korea outlaws killing dogs for meat , a diabetes cure may come from the tuberculosis vaccine , and stories of very large donations to public radio and to mental health organizations in Kate Spade's memory",Hope Springs Exulting on Triumphant Wing,https://www.metafilter.com/174845/Hope-Springs-Exulting-on-Triumphant-Wing
24 favorites,"""There is nothing stronger than a broken woman who has rebuilt herself,"" Australian comic Hannah Gadsby says in her new Netflix special. Hannah Gadsby’s Nanette Will Change The Way You Think About Comedy , says Anna Silman in The Cut, which has MANY SPOILERS. (CW for sexual abuse, rape, assault in Netflix special.) ""...Perhaps the power of her performance will open the door for a richer and more humane kind of stand-up – one that sets an example for future young women deciding how they want to tell their stories to the world.""","Hannah Gadsby ""Breaks"" Comedy",https://www.metafilter.com/174837/Hannah-Gadsby-Breaks-Comedy
24 favorites,"""I am here to tell you: most people in your family will never buy your book. Most of your friends won’t either. """,Who will buy your book?,https://www.metafilter.com/174839/Who-will-buy-your-book
22 favorites,"GitHub, Medium, and Twitter take down database of ICE employee LinkedIn accounts . The database's creator, Sam Levigne ( previously , previously , previously ), is a Brooklyn artist whose work often deals with data and technology.","""the free speech wing of the free speech party""",https://www.metafilter.com/174843/the-free-speech-wing-of-the-free-speech-party
20 favorites,"How we speak can reveal where we are from: not just our accent, but the language we use. Words and phrases particular to a city, region, or country are a distinctive part of English, and we at the OED are asking you to help us identify and record them. The Oxford English Dictionary ( previously ) has put out an appeal to help find and define regionally distinctive English words around the world. The official hashtag ( added June 2014 ) is #WordsWhereYouAre .",'Zamzawed' – food that has been spoiled by overcooking,https://www.metafilter.com/174834/Zamzawed-food-that-has-been-spoiled-by-overcooking
20 favorites,,Arbre Lingua,https://www.metafilter.com/174841/Arbre-Lingua
23 favorites (18 in the past 24 hours),,After the flood,https://www.metafilter.com/174823/After-the-flood
16 favorites,"Pickle carving. Not this Pickle. Getting closer. Gorgeous, but still not there. No, I'm talking about the instructions here for carving not just any pickle, but the CHRISTMAS PICKLE.",You've got six months to carve your pickle.,https://www.metafilter.com/174838/Youve-got-six-months-to-carve-your-pickle
16 favorites,"A collection of links for educating oneself or others about the impacts of trauma on the very youngest of us. What forcible separation does to children: brains, bodies, nervous systems.",Effects of Traumatic Separation on Children,https://www.metafilter.com/174842/Effects-of-Traumatic-Separation-on-Children
15 favorites,"Short fiction and poetry by Déwé Gorodé and political writings by Jean-Marie Tjibaou offer intimate views of New Caledonia unavailable in a political history . Memoirs and biographies convey the stories of a man from the Solomon Islands and a Japanese woman who married an Australian soldier in the years following WWII, plus women's narratives of war and peace on Bougainville and numerous aspects of the Indo-Fijian experience . These are just a few intriguing books digitized as PDFs",Pacific Studies PDFs,https://www.metafilter.com/174824/Pacific-Studies-PDFs
15 favorites,"“On Monday, Task & Purpose reported that Army 2nd Lt. Spenser Rapone was slapped with an other-than-honorable discharge (and potentially $300,000 in West Point tuition repayments) after a photo went viral last September of him as a West Point cadet with the words “Communism Will Win” written in his cover.” Why Did The Military Keep A Neo-Nazi Marine But Boot That ‘Commie Cadet ’? (Task And Purpose) The ‘Commie Cadet’, Spenser Rapone, in his own words “ My actions overseas did not help or protect anybody. I felt like I was little more than a bully, surrounded by the most well-armed and technologically advanced military in history, in one of the poorest countries in the world .” ( Interview with Rapone on the leftist veteran podcast What Hell Of A Way To Die ) While",Radicalism In The Ranks,https://www.metafilter.com/174840/Radicalism-In-The-Ranks
14 favorites,,"""Who the hell is sending those emails!?""",https://www.metafilter.com/174826/Who-the-hell-is-sending-those-emails
14 favorites,2018 Nature Conservancy Photo Contest Winners.,Gorgeous Photos: On Land and Under Water,https://www.metafilter.com/174828/Gorgeous-Photos-On-Land-and-Under-Water
33 favorites (10 in the past 24 hours),,We have to articulate ourselves. Otherwise we would be cows in the field,https://www.metafilter.com/174818/We-have-to-articulate-ourselves-Otherwise-we-would-be-cows-in-the-field
