favourites,summary,title,url
55 favorites,"A pair of studies by Ethan S. Bernstein and Stephen Turban of the Harvard Business School tracked conversations between employees before and after their office was converted to to an open plan configuration. They found that  -- ""... conversations by email and instant messaging (IM) increased significantly [...], while productivity declined, and, for most people, face-to-face interaction decreased.""","""Do I look busy?"" becomes more important than ""Am I doing my best work?""",https://www.metafilter.com/175264/Do-I-look-busy-becomes-more-important-than-Am-I-doing-my-best-work
54 favorites,,Lede-Buried Voicemails from Your Mom,https://www.metafilter.com/175263/Lede-Buried-Voicemails-from-Your-Mom
37 favorites,,mai nam is jane,https://www.metafilter.com/175274/mai-nam-is-jane
32 favorites,"A Spectacle in Motion: The Grand Panorama of a Whaling Voyage ‘Round the World North America's longest painting is going to be shown in all its restored glory in New Bedford this weekend . It is a quarter mile long, meant to be shown as a scrolling moving picture (PDF). If you can't visit. there's a stunning GIS-enabled digital version","""Exploiting the 19th century panorama craze with tales of the high seas""",https://www.metafilter.com/175268/Exploiting-the-19th-century-panorama-craze-with-tales-of-the-high-seas
31 favorites,"“Wouldn’t It Be Nice” By The Beach Boys, But With Single-syllable Adjectives Other Than “Nice” ・ Mark Zuckerberg Testifies Before Congress: A Niche Transcript ・ Sixteen Songs That Will Trigger Your Fight Or Flight Response When You Hear Them In Public, Provided You’ve Read Homestuck ・ Literally Just 16 Getty Images Of Bernadette Peters With Dogs ・ Every Iconic Onscreen Teen Friendship That Should Have Been A Lesbian Romance But Wasn’t, Because Some Higher Power Hates Me Personally ・ We Need A Musical Episode Of Stranger Things And We Need It Now ・ Pending Edits To The Brideshead Revisited Wikipedia Page Where It’s Star Wars Now ・ A Conservative High School Production Of Angels In America Where They Can’t Say Aids So All The Characters Have Diabetes Instead ・ In Honour Of The New Star Wars Movie, Watch This Trilogy Of Luke Skywalker Fan Videos Set To Lana Del Rey Songs",A Website for Five People,https://www.metafilter.com/175270/A-Website-for-Five-People
30 favorites,"Inside the Guild Wars 2 meeting that’s shaken gaming [Polygon] “Jessica Price, who was fired by ArenaNet last week for arguing with fans of the company’s Guild Wars 2 MMO, said she feels betrayed by how the company “folded like a cheap card table” when confronted by toxic fandom. In an interview with Polygon, she talked about the meeting in which she was fired, and castigated ArenaNet managers for their “highly unprofessional” reaction to a social media controversy.”","‘No. Not here. Not in my space,’” she said.",https://www.metafilter.com/175278/No-Not-here-Not-in-my-space-she-said
24 favorites,"In 1979, Queen of the Demonweb Pits debuted at the Origins game convention. This Dungeons & Dragons adventure pitted the party against a minor god, Lolth, in her home plane of the Abyss. It was published the next year as module Q1, the finale to the G (Against the Giants) and D (Descent into the Depths of the Earth/Vault of the Drow) series of modules.","Lolth, Spider Queen of the Drow",https://www.metafilter.com/175273/Lolth-Spider-Queen-of-the-Drow
21 favorites,,Two men cannot look after a baby. Next time bring a woman.,https://www.metafilter.com/175275/Two-men-cannot-look-after-a-baby-Next-time-bring-a-woman
20 favorites,,Modern Florida Man Odyssey,https://www.metafilter.com/175271/Modern-Florida-Man-Odyssey
20 favorites,"Urban planner Geoff Boeing has calculated some lovely polar histograms of the orientations of American city streets , and further of various cities around the world , along with explanations of the context and methods.","City planning history, in histograms",https://www.metafilter.com/175279/City-planning-history-in-histograms
26 favorites (19 in the past 24 hours),"Researchers, hospitals, and programs designed to train medical professionals routinely order Liquid Ass. The stench so realistically mimics the human colon, it’s the perfect training tool to teach medical responders how to maintain focus and professional demeanor in the midst of a truly overwhelming smell.",I recognized your foul stench when I was brought on board,https://www.metafilter.com/175258/I-recognized-your-foul-stench-when-I-was-brought-on-board
15 favorites,"Is Lab-Grown Meat Really Meat? Cultured-meat manufacturers like Just Inc. and Memphis Meats are hoping to provide consumers with meat that is just like its predecessor, that tastes and looks and feels and smells exactly the same as something you might get in stores today but will be more sustainable. Whether that will turn out to be true won’t be clear for some time. But there’s another, more immediate battle heating up between the cattle industry and these new entrants into the meaty ring. So buckle up and put on your wonkiest hat, because the labeling war is about to begin. [SLSlate]",Is meat the muscle of an animal? Or is it the remains of a living thing?,https://www.metafilter.com/175276/Is-meat-the-muscle-of-an-animal-Or-is-it-the-remains-of-a-living-thing
21 favorites (13 in the past 24 hours),,How to Write About Africa,https://www.metafilter.com/175256/How-to-Write-About-Africa
15 favorites (13 in the past 24 hours),"In 1977, Alan Booth needed a break from his life as a writer and film critic in Tokyo, so he decided to walk from Cape Soya , the most northern point of Japan's four main islands, to the most southern point at Cape Sata , .  Listen to his thoughts in a short interview with him from the BBC .","""It was late in June so most of Japan was dripping and grey...""",https://www.metafilter.com/175257/It-was-late-in-June-so-most-of-Japan-was-dripping-and-grey
15 favorites (13 in the past 24 hours),"An article in Wired reports that now anyone can download plans for guns. A new development in a story previously discussed on MetaFilter and other publications such as Forbes : as of a couple of months ago, distributing blueprints for printing guns is no longer deemed illegal in the USA.",3-D printed guns now allowed by the Department of Justice,https://www.metafilter.com/175259/3-D-printed-guns-now-allowed-by-the-Department-of-Justice
13 favorites,Mark Z. Danielewski has written a,Branching out,https://www.metafilter.com/175260/Branching-out
