favourites,summary,title,url
98 favorites,"Amsterdam drained a canal and put everything they found online, piece by piece, chronologically, and you can see it all, from guns to",Under Amsterdam,https://www.metafilter.com/174989/Under-Amsterdam
51 favorites,"The Norwegian Consumer Council ( Forbrukerrådet ), a government agency that promotes and protects the rights of consumers, has published a report in English",Deceived by Design,https://www.metafilter.com/174991/Deceived-by-Design
44 favorites,,SOS as the Titanic Is Dying,https://www.metafilter.com/174983/SOS-as-the-Titanic-Is-Dying
37 favorites,"In the 1980s, the BBC funded The Computer Literacy Project. They commissioned a home computer (the BBC Micro) and software, and broadcast many features. These (267 of them) are online . See Chris Serles, Gill Nevill, Ian McNaught Davis, Bernard Falk, Lesley Judd, Fred Harris and others and grapple with topics such as programming in BASIC , the Sinclair ZX80 , how crap much educational software is, simulating the British economy , robots making harpsichords using Pascal , the ridiculous idea of connecting computers around the world , and what should happen if machines can do things better than people . There's also a project history , a timeline and 166 BBC Micro Software programs . Some materials also on archive.org","""Um..."" {taps chunky BBC Micro keys} ""180 ... GOTO 30 ... and ... RUN!""",https://www.metafilter.com/174992/Um-taps-chunky-BBC-Micro-keys-180-GOTO-30-and-RUN
31 favorites,"The fact that they never did suggests that the group’s members—400 prominent, influential figures in academia, media, and publishing—would rather keep trans people at a safe, anthropological remove where they can talk about trans people without speaking to trans people directly. Harron Walker: Private Messages Reveal the Cis Journalist Groupthink Behind Trans Media Narratives",Complaining about groupthink in your own fan forum is peak 2018,https://www.metafilter.com/174985/Complaining-about-groupthink-in-your-own-fan-forum-is-peak-2018
28 favorites,"Alice Bolin 's Dead Girls: Essays on Surviving an American Obsession ""attempts to investigate why we are so obsessed with grim images of beautiful women and their overwhelming influence on our culture—from the art that we consume to the ways in which we view living women as they express their own motives and determinations."" [ Esquire ]",Dead Girls,https://www.metafilter.com/174993/Dead-Girls
22 favorites,"With US Supreme Court centrist Justice Kennedy's recent decision to retire , Donald Trump now gets a second Supreme Court pick, one that may reshape the SC (and the country) for decades . Moments after the announcement, Mitch McConnell promised a swift confirmation of Trump's nominee before the midterm elections. This appears likely: all Senate Republicans are likely to go along with Trump's conservative nominee even if they grumble about it, while moderate Democrats may break party ranks to also support Trump's nominee .","Now that Kennedy's retiring, Trump gets another SC pick",https://www.metafilter.com/175001/Now-that-Kennedys-retiring-Trump-gets-another-SC-pick
31 favorites (21 in the past 24 hours),"In a 5-4 decision , the United States Supreme Court has overturned a 40-year-old precedent , ruling that public-sector unions cannot require union dues from non-members who do not wish to pay them.  The decision was split along party lines, with the Court's five conservative members finding that this requirement was a violation of the right to free speech as guaranteed by the First Amendment.","""There is no sugarcoating today's opinion.""",https://www.metafilter.com/174975/There-is-no-sugarcoating-todays-opinion
19 favorites,,Seeing Pain,https://www.metafilter.com/174984/Seeing-Pain
15 favorites,Magic for artists: Part 1 Intro ;,The Art in the art,https://www.metafilter.com/174996/The-Art-in-the-art
14 favorites,Be Excellent To Each Other: Virtue Signalling in Bill & Ted’s Excellent Adventure,In Pursuit of Excellence,https://www.metafilter.com/174995/In-Pursuit-of-Excellence
14 favorites,"Pink Triangles Rising (yt link) is a short  1983 documentary by Dan Dinello and Tom Corboy about the 1982 Chicago Pride Parade, which saw its attendance surge from past events fueled by queer people and allies showing up to counter the Nazi rally being held near the parade route.",LGBTQI Hate Illinois Nazis,https://www.metafilter.com/174997/LGBTQI-Hate-Illinois-Nazis
36 favorites (13 in the past 24 hours),"Paul McCartney on Carpool Karaoke is television at its best. Not only does it have all the happiness and goofiness you expect Corden to deliver, but this McCartney karaoke is also unexpectedly tender, touching and meaningful.",You can drive my car,https://www.metafilter.com/174966/You-can-drive-my-car
26 favorites (12 in the past 24 hours),"Fear of a Brown Planet is an album of psychedelic Latin funk...covers? interpretations? celebrations! of classic Public Enemy joints by Austin's Brownout, previously noted for their Black Sabbath covers. It goes hard.",Fear of a Brown Planet,https://www.metafilter.com/174973/Fear-of-a-Brown-Planet
11 favorites,,Nighthawk in flight,https://www.metafilter.com/174987/Nighthawk-in-flight
10 favorites,,a Gesamtkunstwerk for the Internet age,https://www.metafilter.com/174978/a-Gesamtkunstwerk-for-the-Internet-age
10 favorites,,A message from women everywhere,https://www.metafilter.com/174990/A-message-from-women-everywhere
66 favorites (7 in the past 24 hours),"MeFi's own mhoye has a question: What is the least plausible story about yourself that's true? It has gone viral , with thousands of replies and quote-tweets.",It's late but let's see if we can make this interesting,https://www.metafilter.com/174952/Its-late-but-lets-see-if-we-can-make-this-interesting
10 favorites (7 in the past 24 hours),,Dungeons and Dollars,https://www.metafilter.com/174972/Dungeons-and-Dollars
7 favorites,"100 years ago last week, the Hagenbeck-Wallace Circus Train Wreck occurred near Hammond Indiana. Let the History Guy tell you the story",The Greatest Wreck on Earth,https://www.metafilter.com/174988/The-Greatest-Wreck-on-Earth
