favourites,summary,title,url
48 favorites,"So. Y'all remember this picture, right? It's adorable, charing and all over the shop since it first appeared in June last year. Well, there's more. Thing is, the National Aquarium of New Zealand has done it, as advertised, EVERY MONTH since then and, folks, it's a ride. Strap in. (twitter) Jonny(!)@jonnywaistcoat",Penguin of the Month Club,https://www.metafilter.com/175447/Penguin-of-the-Month-Club
26 favorites,,Unentertaining,https://www.metafilter.com/175454/Unentertaining
37 favorites (25 in the past 24 hours),The Opposite of Forecasting (by metafilter's own lownote,Listen to the rhythm of the falling rain,https://www.metafilter.com/175442/Listen-to-the-rhythm-of-the-falling-rain
21 favorites,"Tim Heidecker is running for District Attorney of San Bernardino County. Heidecker, formerly of the Tim & Eric duo, was driven into politics after being put on trial for the murder of twenty teenagers at his Electric Sun Music Festival, headlined by Heidecker's own hit electronica project DKR . After the unjust murder verdict put an end to his experiments in cutting-edge virtual reality TV programming , Heidecker found himself driven to seek the sort of justice his action-hero icon Jack Decker famously sought against terrorists and Count Dracula . (Decker's newest season seems to be motivated by Tim's murder trial, too, and by the shadowy foreign conspiracy that Tim claims was truly responsible for all those deaths.",I give this campaign ad five bags of popcorn.,https://www.metafilter.com/175451/I-give-this-campaign-ad-five-bags-of-popcorn
18 favorites,Will Not Let Me Go,Will Not Let Me Go,https://www.metafilter.com/175450/Will-Not-Let-Me-Go
17 favorites,,Secrets Are a Captive Country,https://www.metafilter.com/175449/Secrets-Are-a-Captive-Country
15 favorites,Inakadate is rice paddy art central.,Now with SEVEN colours!,https://www.metafilter.com/175448/Now-with-SEVEN-colours
21 favorites (14 in the past 24 hours),,Climate Change Is Killing the Cedars of Lebanon,https://www.metafilter.com/175440/Climate-Change-Is-Killing-the-Cedars-of-Lebanon
19 favorites (14 in the past 24 hours),,... the American Sailor Moon show has achieved mythological status ...,https://www.metafilter.com/175439/the-American-Sailor-Moon-show-has-achieved-mythological-status
14 favorites,"Recently, Lumberjanes writer Noelle Stevenson tweeted a set of images showing off the art style for her latest project: a reboot of the classic cartoon series She-Ra and the Princesses of Power . While the new designs got rave reviews from many fans, a vocal contingent complained that the designs were not ""appealing"" enough , with some even attacking Stevenson herself over the redesign. In turn, other fans have been fighting back, pointing out how disturbing and creepy their argument really is.","""We never considered or wrote for She-Ra as 'the ideal woman.'""",https://www.metafilter.com/175459/We-never-considered-or-wrote-for-She-Ra-as-the-ideal-woman
25 favorites (13 in the past 24 hours),,THOR X RAGNAROK,https://www.metafilter.com/175438/THOR-X-RAGNAROK
12 favorites,"The 1959 film The Cry of Jazz (via Openculture ) is a kind of filmed essay presaging the ideas of Black Nationalism , framed by stilted dialogue, and ending in a prophecy about the end of jazz . Written/directed by",Cri de Coeur,https://www.metafilter.com/175452/Cri-de-Coeur
12 favorites,"""Combining virtual hate mobs, surveillance, misinformation, anonymous threats, and the invasion of victims’ privacy, states and political parties around the globe have created an increasingly aggressive online playbook that is difficult for the platforms to detect or counter."" Bloomberg's Michael Riley, Lauren Etter, and Bibhudatta Pradham: A Global Guide to State-Sponsored Trolling .",World War Disinformation,https://www.metafilter.com/175464/World-War-Disinformation
49 favorites (11 in the past 24 hours),"40 years ago, Shenzhen ( Wikipedia ) was a quiet market town ( China Underground ) of 30,000 people on the route of the Kowloon–Canton Railway. That changed ( China Daily then-and-now gallery ) in 1979 when Shenzhen was promoted to city-status and in 1980 designated China’s first Special Economic Zone (SEZ), as part of the institution of the policy of "" reform and opening "" ( The Diplomat ) in late 1979 when the SEZ was established. Its rapid growth is thanks to foreign investments ( Kaizen Corporate Services ltd. ) and technology. Letter from Shenzhen -- Chinese tech isn’t an imitation of its American counterpart. It’s a completely different universe. (Xiaowei R. Wang for Logic Mag.)","Then and Now: 40 years of Shenzhen, from market village to SEZ",https://www.metafilter.com/175429/Then-and-Now-40-years-of-Shenzhen-from-market-village-to-SEZ
11 favorites,"Film and Furniture is a lovingly curated online resource which identifies and furnishes you with fascinating facts about the furniture and décor you spot in your favourite films – with details on exactly where to buy these pieces for your own home. In our world, the furniture is the star: From a contemporary item in a current movie to a vintage piece in a classic film.",Film and Furniture,https://www.metafilter.com/175445/Film-and-Furniture
11 favorites,"The UK's Kennel Club has announced this year's winners of the Dog Photographer Of The Year contest ( previously ). There are new dogs , there are old dogs",Sit. Stay. Smile!,https://www.metafilter.com/175460/Sit-Stay-Smile
15 favorites (9 in the past 24 hours),'November Rain' is the oldest music video with a billion YouTube views. What does that mean?,Everybody Needs Some Time On Their Own,https://www.metafilter.com/175435/Everybody-Needs-Some-Time-On-Their-Own
9 favorites,"Food fit for fighting: The surprising origin of Argentina’s brazen pastry names -- A union of anarchist bakers used their pastries as propaganda, assigning them monikers meant to mock those who opposed their efforts. More from Gastro Obscura: How Argentina’s Baked Goods Reveal Its Political Past -- From “monk’s balls” to “cannons,” these pastries get subversive. ) || See also: San Diego Free Press's trio of stories titled Seeds of Rebellion , Part I - Zapatista Food Forests",Food of and for rebellions,https://www.metafilter.com/175455/Food-of-and-for-rebellions
22 favorites (8 in the past 24 hours),,"Oh, Brilliant!",https://www.metafilter.com/175433/Oh-Brilliant
8 favorites,"Lincoln Said What? Bogus Quotations Take On A New Life On Social Media is a 2017 piece noting ""But quotations can be bogus in different ways.""","""We do quotation differently now""",https://www.metafilter.com/175456/We-do-quotation-differently-now
