favourites,summary,title,url
59 favorites,,This ant moisturizes. This ant is round and huggable.,https://www.metafilter.com/175403/This-ant-moisturizes-This-ant-is-round-and-huggable
42 favorites,,the foundation landscape,https://www.metafilter.com/175406/the-foundation-landscape
34 favorites,,The Igbo slave trade,https://www.metafilter.com/175404/The-Igbo-slave-trade
27 favorites,,The Speartip Of The Moral Majority,https://www.metafilter.com/175407/The-Speartip-Of-The-Moral-Majority
37 favorites (26 in the past 24 hours),Robin Johnson makes interactive fiction and text adventures .,Piloting a tea-zeppelin on Mars is a lonely job,https://www.metafilter.com/175400/Piloting-a-tea-zeppelin-on-Mars-is-a-lonely-job
45 favorites (22 in the past 24 hours),"68-year-old artist/musician Lonnie Holley has released the video for his new single, "" I Woke Up In A Fucked-Up America .""","Deeper, deeper, deeper",https://www.metafilter.com/175395/Deeper-deeper-deeper
22 favorites,"Under a Porcelain Sun [YouTube] [Video Game Trailer] is a first-person adventure set in a surrealist colonial India. It’s about two thieves searching for the mythical city Kayamgadh. Along the way, they’ll encounter castles of glue, wax people, and other strangeness. It comes from a studio in India called Oleomingus and will be out this summer.",“A text driven first person adventure game...”,https://www.metafilter.com/175408/A-text-driven-first-person-adventure-game
21 favorites (20 in the past 24 hours),,Wonder Woman 1484,https://www.metafilter.com/175402/Wonder-Woman-1484
19 favorites,"Coastlines around the world are revealing the footprints of ancient people gathering together, playing and travelling together, article by Andrew Curry in Hakai Magazine",Hints of people travelling along the edges of the world,https://www.metafilter.com/175411/Hints-of-people-travelling-along-the-edges-of-the-world
19 favorites,,"Work less, get more",https://www.metafilter.com/175414/Work-less-get-more
26 favorites (18 in the past 24 hours),,Fortune favors the brave,https://www.metafilter.com/175398/Fortune-favors-the-brave
17 favorites,"""At this point, I decided the only thing that made sense was to build my own mattress from scratch.""",Human subcultures are nested fractally. There's no bottom.,https://www.metafilter.com/175410/Human-subcultures-are-nested-fractally-Theres-no-bottom
142 favorites (16 in the past 24 hours),"Donald Trump, current occupier of the Oval Office, has returned to the US after a tumultuous six-day international tour in which he again declared himself ""a very stable genius"" after disrupting the NATO summit in Brussels (Rolling Stone), lied about predicting Brexit while criticizing PM Theresa May over her handling of it (The Sun), called the European Union ""a foe"" of the US (CNN), and then met with President Vladimir Putin in a two-hour, closed-door, off-the-record session that culminated in a joint news conference so shameful (Washington Post) and obsequious (NYTimes) that people are debating if it was treasonable (Business Insider).
…
And halfway through this trip, on Friday the 13th, Special Counsel Robert Mueller issued a new indictment (PDF) of 12 Russian intelligence officers in the hacking of the Democratic National Committee and the Clinton presidential campaign (NY Times), and on Monday, the Department of Justice DoJ Release: charged Russian national and NRA Mariia Butina, who lobbied the National Rifle Association and the National Prayer Breakfast on behalf of Russia (New York Times) and met Trump in 2015 (CNN), Conspiracy to Act as an Agent of the Russian Federation Within the United States (DoJ press release).",None Dare Call It Treason,https://www.metafilter.com/175389/None-Dare-Call-It-Treason
16 favorites,"Guillaume Hebert first merged classical landscapes with photography in his series The Rocks of Taiwan , then The Rocks of Ludao , combining his photographs of seascapes with romantic landscapes. He increased the juxtaposition of the modern foreground with idyllic background in a series titled Updated Landscape , pairing the lighting in his photos with the background paintings from prior centuries. [ via Wired ] For different takes on merging painting with photography, here's a list of 16 more artists from My Modern Met , and a nod to Painted Land , a film documenting the efforts to track down landscapes painted by Canada's Group of Seven",17 Artists Blurring the Line Between Painting and Photography,https://www.metafilter.com/175409/17-Artists-Blurring-the-Line-Between-Painting-and-Photography
15 favorites,"Around the internet, people have been delighted and uneasy at the news that a gigantic, featureless, sealed black sarcophagus recovered in Alexandria, Egypt, will be opened by archaeologists . Despite stateside hopes, the sarcophagus is unlikely to contain any Elder Gods. It is also unlikely to contain Alexander the Great, even though he was said to have been reburied in a sealed coffin","""I'm pinning all my hopes on the creature in the sarcophagus.""",https://www.metafilter.com/175417/Im-pinning-all-my-hopes-on-the-creature-in-the-sarcophagus
14 favorites,"What are higher education deserts? The Chronicle of Higher Education explores where and which Americans are the farthest away from colleges and universities. The Urban Institute offered a somewhat different approach , combining geography and broadband. The American Council on Education focused on geography, but used a different model to yield",The west isn't necessarily the best,https://www.metafilter.com/175405/The-west-isnt-necessarily-the-best
44 favorites (13 in the past 24 hours),"We kept all three types stacked high in a kitchen cabinet, a potentially disastrous placement for clumsy kids looking to set the table each night. But these weren’t any plates. They were Corelle , the seemingly indestructible kind still found in immigrant households across the country.",How Corelle plates came to dominate immigrants' kitchen cabinets,https://www.metafilter.com/175392/How-Corelle-plates-came-to-dominate-immigrants-kitchen-cabinets
31 favorites (13 in the past 24 hours),Justice Among the Jell-O Recipes: The Feminist History of Food Journalism,…some of the first feminist and intersectional writing my Nani ever read,https://www.metafilter.com/175396/some-of-the-first-feminist-and-intersectional-writing-my-Nani-ever-read
69 favorites (11 in the past 24 hours),"The Socialist Network - ""At the heart of the split between liberals and socialists, at least in theory, is the question of what to do about capitalism. Liberals tend to see it as something that needs to be fixed. Socialists see it as something to be defeated. They say they do, anyway. As we've seen, the Millennial socialist intellectuals aren't really calling for government takeover of industry. Still, their stated opposition to capitalism-as-such has consequences for how we address the problems of the modern economy."" ( via )",(Democratically) Controlling Ownership of Production's Means,https://www.metafilter.com/175384/Democratically-Controlling-Ownership-of-Productions-Means
33 favorites (11 in the past 24 hours),,Die (if you're) Hard,https://www.metafilter.com/175391/Die-if-youre-Hard
