favourites,summary,title,url
36 favorites,"A lingering dry spell has exposed a previously unknown monument in Ireland's Boyne Valley ... archaeologists confirmed the footprint of an ancient henge, or enclosure, that may be some 4,500 years old. Ireland is famously green... But this summer it's been gripped by an unusual heatwave and a lengthy dry spell. Crops are fading in the drought. And the unusual weather circumstances made the remarkable photos possible. 

In normal weather, the difference is undetectable — that's why Murphy had flown drones overhead before without noticing it. And even in a drought, it's too subtle to see from the ground. But combine the dry spell with the aerial view, and suddenly the outline is obvious.","In Ireland, Drought And A Drone Revealed The Outline Of An Ancient Henge",https://www.metafilter.com/175330/In-Ireland-Drought-And-A-Drone-Revealed-The-Outline-Of-An-Ancient-Henge
28 favorites,,Does it have any Nuka Cola?,https://www.metafilter.com/175324/Does-it-have-any-Nuka-Cola
26 favorites,"Minnark is a cat who lives in Al Ain with his camel friends, Mr. Buzzer and Mr. Buzzer’s mom. Minnark goes for camel rides and traverses camel necks like a bridge . He gets lots of camel cuddles . When winter ends, he chomps off mom’s winter coat . Minnark and Mr. Buzzer enjoy each others’ tail s. The camels’ food trough is a great place for cat & camel socializing . Sometimes Mr. Buzzer is a pest . One time this happened.
 
(All links are to twitter. Names are from google translate.)",Minnark is a cat who lives in Al Ain with his camel friends,https://www.metafilter.com/175320/Minnark-is-a-cat-who-lives-in-Al-Ain-with-his-camel-friends
24 favorites,"It's summer in the northern hemisphere, which means archaeologists are sharpening their trowels as they embark on fieldwork projects. Here's a few dig diaries to follow along: 

The Ness of Brodgar is the site of a stunning complex of Neolithic buildings in the West Mainland of Orkney. Newgrange Farm excavations are investigating a substantial feature discovered through geophysical investigation in 2015. It's the first excavation to take place at the site for 30 years. Bamburgh Research Project",Dig Diaries,https://www.metafilter.com/175318/Dig-Diaries
18 favorites,Fortnite is the most important video game on the planet. Fortnite is successful like no other game before it for a few reasons. This is interesting even to non-gamers. The NYMag article explains the technical and social reasons for the game's popularity.,Fortnite's Formula for Success,https://www.metafilter.com/175317/Fortnites-Formula-for-Success
17 favorites,,"""..if you have small children, keep them the hell away from YouTube.""",https://www.metafilter.com/175315/if-you-have-small-children-keep-them-the-hell-away-from-YouTube
17 favorites,"Cat-Scan.com is one of the strangest sites I've seen in some time. I have no idea how these people got their cats wedged into their scanners, or why .",Legal to drink in several Canadian provinces,https://www.metafilter.com/175335/Legal-to-drink-in-several-Canadian-provinces
23 favorites (15 in the past 24 hours),"In 2005, Metzinger put on a virtual-reality head-mounted display. Inside, he saw his own body, facing away from him, standing in a room. He watched as Lenggenhager stroked its back. Metzinger could feel the stroking, but the body to which it was happening seemed to be situated in front of him. He felt a strange sensation, as though he were drifting in space, or being stretched between the two bodies. He wanted to jump entirely into the body before him, but couldn’t. He seemed marooned outside of himself. It wasn’t quite an out-of-body experience, but it was proof that, using computer technology, the self-model could easily be manipulated. A new area of research had been created: virtual embodiment.
[slnewyorker] [via radiolab",Are We Already Living in Virtual Reality?,https://www.metafilter.com/175311/Are-We-Already-Living-in-Virtual-Reality
14 favorites,"Shopping Mall Collapse in Mexico City (no injuries) Every time I look at a tall building, I think about how a misplaced decimal or overlooked soil survey could kill everyone around.",You Never Think About Structural Engineering,https://www.metafilter.com/175322/You-Never-Think-About-Structural-Engineering
14 favorites,,Crowdfunded archaeology,https://www.metafilter.com/175329/Crowdfunded-archaeology
113 favorites (13 in the past 24 hours),"More than white, wheat and rye, there's a glorious world of breads, and for your enjoyment, here's an alphabet of international bread recipes: Aish Merahrah / Bammy / Česnica / Dosa / Eggette / Flatbrød / Green onion pancake / Himbasha / Injera / Johnnycake / Khanom bueang / Lahoh / Mollete / Naan / Obwarzanek krakowski / Potbrood / Qistibi / Rugbrød / Soda bread / Taftan / Unleavened bread / Vienna bread / Watermelon toast / [nothing for X] / Yufka / Zopf . To take away some of the mystery from these links, there are more descriptions (and more recipes, and MORE BREADS) below the break.",Alphabet of international bread recipes (around the world a few times),https://www.metafilter.com/175296/Alphabet-of-international-bread-recipes-around-the-world-a-few-times
13 favorites,"The best protest signs for the anti-Trump rally in England, from the Huffington Post , Elle , The Cut , The Independent , The Standard","In England, trump means fart",https://www.metafilter.com/175331/In-England-trump-means-fart
11 favorites,Because I'm Me - The Avalanches,This is for you,https://www.metafilter.com/175314/This-is-for-you
11 favorites,"The video games of Ecuadorean fishing village Santa Marianita [Polygon] “Yet wherever you go, people seem to find ways to play video games here, despite odds like agonizingly slow internet, limited technology access, low wages and even lower computer literacy. If someone in Santa Marianita was able to research the games they wanted, it’s unlikely they’d have the PC or console to play them, much less the internet speeds to keep them updated or play online with friends. But thanks to those small electronics stores in nearby Manta and the occasional console shipment on trucks inbound from distant Guayaquil, local kids and 20-somethings are circumventing some of these challenges and kindling a ferocious love for games.”",“...it doesn’t matter that there’s no Wi-Fi or online multiplayer.”,https://www.metafilter.com/175325/it-doesnt-matter-that-theres-no-Wi-Fi-or-online-multiplayer
